"","idmen","year","datent","myear","mstatus","move","location"
"44","3005464031690100",2017,2016,NA,"Couple, with Kids",1,"Urban 200000 to 1999999"
"45","3205464031690100",2017,1988,NA,"Single",NA,"Paris"
"46","2605464017390100",2017,2008,NA,"Single Parent",1,"Paris"
"47","2705464017390100",2017,1990,NA,"Single",1,"Paris"
"48","3205464017390100",2017,2007,NA,"Other",NA,"Paris"
"49","2405464034710100",2017,2014,NA,"Couple, No kids",1,"Urban 200000 to 1999999"
"50","3105464034710100",2017,2012,NA,"Single",1,"Paris"
"51","2405464058220100",2017,1978,NA,"Couple, No kids",1,"Paris"
"52","2605464058220100",2017,2013,NA,"Couple, No kids",1,"Paris"
"53","2405464055140100",2017,2002,NA,"Single",1,"Paris"
"54","2505464055140100",2017,1992,NA,"Couple, with Kids",1,"Paris"
"55","2705464055140100",2017,2013,NA,"Single",1,"Paris"
"56","3105464055140100",2017,2004,NA,"Single",1,"Paris"
"57","2405464030630100",2017,1997,NA,"Single Parent",1,"Paris"
"58","2905464030630100",2017,1991,NA,"Single",1,"Paris"
"59","3205464030630100",2017,2009,NA,"Single",NA,"Paris"
"60","2405464067050100",2017,2007,NA,"Single",1,"Paris"
"61","3105464067050100",2017,2012,NA,"Single",1,"Paris"
"62","2605464106580100",2017,2002,NA,"Single",1,"Paris"
"63","2705464106580100",2017,1990,NA,"Couple, with Kids",1,"Rural"
"64","2905464106580100",2017,1985,NA,"Couple, No kids",1,"Paris"
"65","3205464106580100",2017,1977,NA,"Single",NA,"Paris"
"66","2405464057590100",2017,1987,NA,"Single",1,"Paris"
"67","2505464057590100",2017,2015,NA,"Couple, No kids",1,"Paris"
"68","2505464057590101",2017,2016,NA,"Single",1,"Paris"
"69","3005464057590100",2017,2006,NA,"Couple, No kids",1,"Paris"
"70","3105464057590100",2017,1990,NA,"Single",1,"Paris"
"71","3205464012180100",2017,1978,NA,"Couple, No kids",NA,"Paris"
"72","2505464113300100",2017,2003,NA,"Single",1,"Paris"
"73","3105464113300100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"74","3205464099390100",2017,1994,NA,"Couple, No kids",NA,"Paris"
"75","3005464078730100",2017,2015,NA,"Couple, No kids",1,"Paris"
"76","2905464012930100",2017,2010,NA,"Single",1,"Paris"
"77","3105464012930100",2017,2000,NA,"Couple, No kids",1,"Paris"
"78","3205464012930100",2017,2017,NA,"Single",NA,"Paris"
"79","2705464101420100",2017,2013,NA,"Couple, No kids",1,"Paris"
"80","3005464101420100",2017,2012,NA,"Single",1,"Paris"
"81","3105464001240100",2017,1981,NA,"Couple, No kids",1,"Paris"
"82","2505464121140100",2017,2015,NA,"Couple, with Kids",1,"Urban 200000 to 1999999"
"83","2705464121140100",2017,1997,NA,"Couple, No kids",1,"Paris"
"84","2905464121140100",2017,1998,NA,"Couple, No kids",1,"Paris"
"85","3105464121140100",2017,1978,NA,"Single",1,"Paris"
"86","2505464025180100",2017,2017,NA,"Couple, No kids",2,"Paris"
"87","2705464025180100",2017,2002,NA,"Single Parent",1,"Paris"
"88","2905464025180100",2017,2006,NA,"Single Parent",1,"Paris"
"89","3005464025180100",2017,2013,NA,"Couple, No kids",1,"Paris"
"90","2905464075690100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"91","3005464075690100",2017,2009,NA,"Couple, with Kids",1,"Paris"
"92","3205464075690100",2017,2015,NA,"Single",NA,"Paris"
"93","2705464109060100",2017,2012,NA,"Couple, with Kids",1,"Paris"
"94","2805464109060100",2017,2004,NA,"Single",1,"Paris"
"95","2905464109060100",2017,1991,NA,"Single Parent",1,"Paris"
"96","3005464109060100",2017,1979,NA,"Single",1,"Paris"
"97","3205464109060100",2017,2014,NA,"Single",NA,"Paris"
"98","2805464027210100",2017,1982,NA,"Couple, No kids",1,"Paris"
"99","2905464095500100",2017,1989,NA,"Couple, No kids",1,"Paris"
"100","3105464095500100",2017,1968,NA,"Couple, No kids",1,"Paris"
"101","3205464095500100",2017,1978,NA,"Single",NA,"Paris"
"102","2905464023850100",2017,2009,NA,"Single",1,"Paris"
"103","3105464023850100",2017,2016,NA,"Couple, with Kids",2,"Urban 50000 to 99999"
"104","2805464118640100",2017,2015,NA,"Couple, No kids",1,"Paris"
"105","2905464118640100",2017,2016,NA,"Single",1,"Urban 200000 to 1999999"
"106","3005464073230100",2017,2016,NA,"Couple, with Kids",1,"Paris"
"107","3105464073230100",2017,1987,NA,"Couple, with Kids",1,"Paris"
"108","2405464125520100",2017,1984,NA,"Couple, No kids",1,"Paris"
"109","3105464125520100",2017,1973,NA,"Single",1,"Paris"
"110","2405464114960100",2017,1981,NA,"Single",1,"Paris"
"111","2605464114960100",2017,2007,NA,"Single",1,"Paris"
"112","3005464114960100",2017,2013,NA,"Single",1,"Paris"
"113","3205464114960100",2017,1984,NA,"Single Parent",NA,"Paris"
"114","3005464010270100",2017,2015,NA,"Single",1,"Paris"
"115","3105464010270100",2017,1979,NA,"Single",1,"Paris"
"116","3205464123980100",2017,2005,NA,"Couple, No kids",NA,"Paris"
"117","3005464012620100",2017,1996,NA,"Couple, No kids",1,"Paris"
"118","3205464012620100",2017,1983,NA,"Other",NA,"Paris"
"119","3005464124040100",2017,1955,NA,"Single",1,"Paris"
"120","3205464124040100",2017,2011,NA,"Couple, with Kids",NA,"Paris"
"121","2505464042000100",2017,2012,NA,"Single Parent",1,"Urban 200000 to 1999999"
"122","2805464042000100",2017,2013,NA,"Couple, with Kids",1,"Urban 200000 to 1999999"
"123","3205464042000100",2017,2011,NA,"Couple, No kids",NA,"Paris"
"124","3005464088460100",2017,2011,NA,"Single",1,"Paris"
"125","3205464088460100",2017,2016,NA,"Couple, No kids",NA,"Paris"
"126","2805464104200100",2017,1996,NA,"Single",1,"Paris"
"127","3205464104200100",2017,2012,NA,"Single",NA,"Paris"
"128","2405464063150100",2017,1974,NA,"Single",1,"Paris"
"129","2605464063150100",2017,2015,NA,"Couple, No kids",1,"Paris"
"130","3105464063150100",2017,2007,NA,"Couple, with Kids",1,"Paris"
"131","2605464122680100",2017,2001,NA,"Couple, with Kids",1,"Paris"
"132","3105464122680100",2017,1995,NA,"Single",1,"Paris"
"133","3205464122680100",2017,2014,NA,"Single",NA,"Paris"
"134","3205464122680200",2017,2012,NA,"Single",NA,"Paris"
"135","2605464051650100",2017,1990,NA,"Single",1,"Paris"
"136","2805464051650100",2017,1972,NA,"Single",1,"Paris"
"137","3205464051650100",2017,1971,NA,"Single",NA,"Paris"
"138","2705464086440100",2017,1962,NA,"Couple, No kids",1,"Paris"
"139","2505464122000100",2017,1987,NA,"Single Parent",1,"Paris"
"140","3205464122000100",2017,1986,NA,"Single",NA,"Paris"
"141","2405464044120100",2017,1998,NA,"Couple, No kids",1,"Paris"
"142","2505464084110100",2017,2003,NA,"Single",1,"Paris"
"143","2605464053790100",2017,1992,NA,"Couple, No kids",1,"Paris"
"144","3005464053790100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"145","3205464053790100",2017,2006,NA,"Couple, with Kids",NA,"Paris"
"146","3105464045130100",2017,2000,NA,"Couple, No kids",1,"Paris"
"147","3205464045130100",2017,2001,NA,"Single",NA,"Paris"
"148","2605464059260100",2017,2002,NA,"Couple, No kids",1,"Paris"
"149","2905464059260100",2017,2007,NA,"Couple, No kids",1,"Paris"
"150","3005464059260100",2017,2014,NA,"Couple, No kids",1,"Paris"
"151","2805464001000100",2017,2006,NA,"Single",1,"Paris"
"152","3205464001000100",2017,1976,NA,"Couple, No kids",NA,"Paris"
"153","2905464057530100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"154","3105464057530100",2017,2007,NA,"Couple, No kids",1,"Paris"
"155","3205464057530100",2017,1971,NA,"Couple, No kids",NA,"Paris"
"156","2605464052310100",2017,1980,NA,"Couple, No kids",1,"Paris"
"157","2805464064920100",2017,2014,NA,"Couple, with Kids",1,"Paris"
"158","3205464064920100",2017,2014,NA,"Single",NA,"Paris"
"159","2905464051770100",2017,2000,NA,"Single",1,"Paris"
"160","3105464051770100",2017,1996,NA,"Other",1,"Paris"
"161","3205464051770100",2017,1990,NA,"Single Parent",NA,"Paris"
"162","2705464081230100",2017,1960,NA,"Single Parent",1,"Paris"
"163","2805464081230100",2017,2004,NA,"Single Parent",1,"Paris"
"164","3005464081230100",2017,2017,NA,"Single",2,"Paris"
"165","3105464081230100",2017,2014,NA,"Single",1,"Paris"
"166","2505464039370100",2017,2001,NA,"Single",1,"Paris"
"167","3205464039370100",2017,1996,NA,"Single Parent",NA,"Paris"
"168","2705464110640100",2017,2015,NA,"Single",1,"Paris"
"169","3005464110640100",2017,1950,NA,"Single",1,"Paris"
"170","3205464110640100",2017,2014,NA,"Couple, with Kids",NA,"Paris"
"171","3105464066630100",2017,1972,NA,"Single",1,"Paris"
"172","2705464099400100",2017,2015,NA,"Couple, No kids",1,"Paris"
"173","3105464099400100",2017,2004,NA,"Single",1,"Paris"
"174","2405464073510100",2017,2007,NA,"Couple, No kids",1,"Paris"
"175","3205464073510100",2017,2011,NA,"Single",NA,"Paris"
"176","2905464039590100",2017,2001,NA,"Single",1,"Paris"
"177","3205464039590100",2017,2016,NA,"Single",NA,"Paris"
"178","3005464087500100",2017,2008,NA,"Single",1,"Paris"
"179","3105464087500100",2017,2006,NA,"Couple, with Kids",1,"Paris"
"180","2705464091130100",2017,1977,NA,"Couple, No kids",1,"Paris"
"181","2905464112370100",2017,2015,NA,"Single",1,"Paris"
"182","2707811033220100",2017,2012,NA,"Couple, with Kids",1,"Paris"
"183","3107811102990100",2017,1994,NA,"Single Parent",1,"Paris"
"184","3107811011670100",2017,1996,NA,"Single",1,"Paris"
"185","3207811011670100",2017,2003,NA,"Single",NA,"Paris"
"186","2607811013160100",2017,2016,NA,"Couple, No kids",2,"Paris"
"187","2907811013160100",2017,2011,NA,"Single",1,"Paris"
"188","3107811013160100",2017,1974,NA,"Single Parent",1,"Paris"
"189","3207811013160100",2017,2013,NA,"Single Parent",NA,"Paris"
"190","2907811067860100",2017,2016,NA,"Couple, with Kids",2,"Paris"
"191","3007811073620100",2017,2014,NA,"Single",1,"Paris"
"192","3107811073620100",2017,2014,NA,"Single",1,"Paris"
"193","3207811073620100",2017,2007,NA,"Single",NA,"Paris"
"194","3207811108800100",2017,2012,NA,"Single",NA,"Paris"
"195","2907811017600100",2017,2010,NA,"Single",1,"Paris"
"196","3107811017600100",2017,1973,NA,"Single Parent",1,"Paris"
"197","2807811089680100",2017,2015,NA,"Couple, No kids",1,"Urban 20000 to 49999"
"198","3107811040580100",2017,1980,NA,"Couple, with Kids",1,"Paris"
"199","3207811040580100",2017,2012,NA,"Single",NA,"Paris"
"200","2507811057410100",2017,2015,NA,"Single",1,"Urban 200000 to 1999999"
"201","3107811057410100",2017,2013,NA,"Single",1,"Paris"
"202","3207811057410100",2017,1987,NA,"Couple, No kids",NA,"Paris"
"203","2807811020540100",2017,2005,NA,"Couple, No kids",1,"Paris"
"204","2907811020540100",2017,1996,NA,"Single",1,"Paris"
"205","3107811020540100",2017,2014,NA,"Couple, No kids",1,"Paris"
"206","3207811020540100",2017,1975,NA,"Single",NA,"Paris"
"207","3007811094370100",2017,2001,NA,"Single",1,"Paris"
"208","3207811094370100",2017,2008,NA,"Couple, with Kids",NA,"Paris"
"209","2507811043310100",2017,2010,NA,"Single Parent",1,"Paris"
"210","3107811043310100",2017,2012,NA,"Couple, No kids",1,"Paris"
"211","3207811043310100",2017,2014,NA,"Couple, with Kids",NA,"Paris"
"212","2507811020920100",2017,1991,NA,"Single",1,"Paris"
"213","2607811020920100",2017,1999,NA,"Single",1,"Paris"
"214","2807811020920100",2017,2000,NA,"Single",1,"Paris"
"215","3007811020920100",2017,2000,NA,"Single",1,"Paris"
"216","2707811016060100",2017,2005,NA,"Single",1,"Paris"
"217","2907811016060100",2017,1993,NA,"Single",1,"Paris"
"218","3107811016060100",2017,1990,NA,"Single",1,"Paris"
"219","3207811016060100",2017,2012,NA,"Single Parent",NA,"Paris"
"220","2707811020060100",2017,2011,NA,"Single Parent",1,"Paris"
"221","3207811020060100",2017,2009,NA,"Single",NA,"Paris"
"222","2507811082030100",2017,1999,NA,"Couple, with Kids",1,"Paris"
"223","2407811118450100",2017,2004,NA,"Couple, with Kids",1,"Paris"
"224","2807811118450100",2017,2014,NA,"Couple, with Kids",1,"Paris"
"225","3207811118450100",2017,1991,NA,"Single Parent",NA,"Paris"
"226","2507811017070100",2017,2014,NA,"Couple, No kids",1,"Paris"
"227","2707811017070100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"228","2907811017070100",2017,2013,NA,"Single Parent",1,"Paris"
"229","3007811017070100",2017,2007,NA,"Single",1,"Paris"
"230","3207811017070100",2017,2014,NA,"Couple, No kids",NA,"Paris"
"231","2907811101960100",2017,1997,NA,"Couple, No kids",1,"Paris"
"232","2607811051020100",2017,2016,NA,"Couple, No kids",2,"Paris"
"233","2907811051020100",2017,2013,NA,"Couple, No kids",2,"Paris"
"234","3007811051020100",2017,1995,NA,"Couple, with Kids",1,"Paris"
"235","3207811051020100",2017,1979,NA,"Single",NA,"Paris"
"236","2907811126670100",2017,2009,NA,"Couple, with Kids",1,"Paris"
"237","2907811026420100",2017,1984,NA,"Single",1,"Paris"
"238","3007811026420100",2017,1975,NA,"Single",1,"Paris"
"239","3207811026420100",2017,1999,NA,"Single",NA,"Paris"
"240","3007811115750100",2017,2003,NA,"Single",1,"Paris"
"241","3207811115750100",2017,2011,NA,"Single Parent",NA,"Paris"
"242","2707811092030100",2017,1974,NA,"Couple, No kids",1,"Paris"
"243","3207811092030100",2017,1992,NA,"Couple, with Kids",NA,"Paris"
"244","3007811082450100",2017,1988,NA,"Single",1,"Paris"
"245","3107811082450100",2017,1996,NA,"Single Parent",1,"Paris"
"246","3207811014970100",2017,2017,NA,"Single",NA,"Paris"
"247","3007811124060100",2017,1998,NA,"Couple, with Kids",1,"Paris"
"248","3207811103840100",2017,2013,NA,"Single Parent",NA,"Paris"
"249","2407811031690100",2017,2016,NA,"Couple, with Kids",1,"Paris"
"250","2807811031690100",2017,2002,NA,"Single Parent",1,"Paris"
"251","2507811017390100",2017,2007,NA,"Single",1,"Paris"
"252","2807811017390100",2017,2001,NA,"Single",1,"Paris"
"253","2907811017390100",2017,2006,NA,"Single Parent",1,"Paris"
"254","3207811017390100",2017,2010,NA,"Couple, with Kids",NA,"Paris"
"255","2807811034710100",2017,2000,NA,"Couple, No kids",1,"Paris"
"256","2907811034710100",2017,2009,NA,"Single",1,"Paris"
"257","3007811034710100",2017,2008,NA,"Couple, with Kids",1,"Paris"
"258","3107811034710100",2017,2008,NA,"Couple, with Kids",1,"Paris"
"259","3207811034710100",2017,2007,NA,"Single",NA,"Paris"
"260","3007811058220100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"261","2507811055140100",2017,1995,NA,"Couple, No kids",1,"Rural"
"262","3207811055140100",2017,2011,NA,"Couple, No kids",NA,"Paris"
"263","2907811030630100",2017,2007,NA,"Single Parent",1,"Paris"
"264","3007811030630100",2017,2013,NA,"Couple, with Kids",1,"Paris"
"265","2507811067050100",2017,2002,NA,"Couple, with Kids",1,"Rural"
"266","2707811067050100",2017,1994,NA,"Couple, No kids",1,"Paris"
"267","2807811067050100",2017,1987,NA,"Single",1,"Paris"
"268","3107811067050100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"269","3207811067050100",2017,2012,NA,"Couple, No kids",NA,"Urban 5000 to 9999"
"270","2407811106580100",2017,1991,NA,"Single",1,"Urban 10000 to 19999"
"271","2507811106580100",2017,2002,NA,"Couple, with Kids",1,"Rural"
"272","2607811106580100",2017,1991,NA,"Couple, No kids",1,"Paris"
"273","2407811057590100",2017,2002,NA,"Couple, No kids",1,"Urban 10000 to 19999"
"274","3107811057590100",2017,2004,NA,"Single Parent",1,"Rural"
"275","2607811012180100",2017,1987,NA,"Couple, No kids",1,"Paris"
"276","3107811012180100",2017,2008,NA,"Couple, with Kids",1,"Rural"
"277","3207811012180100",2017,1998,NA,"Couple, with Kids",NA,"Urban 5000 to 9999"
"278","3007811113300100",2017,2010,NA,"Single Parent",1,"Paris"
"279","3207811113300100",2017,1982,NA,"Single Parent",NA,"Urban 5000 to 9999"
"280","2707811117610100",2017,2013,NA,"Couple, with Kids",1,"Paris"
"281","2807811099390100",2017,1983,NA,"Other",1,"Urban 10000 to 19999"
"282","2407811078730100",2017,2015,NA,"Couple, with Kids",1,"Urban 200000 to 1999999"
"283","2907811078730100",2017,2011,NA,"Single",1,"Paris"
"284","3007811078730100",2017,2012,NA,"Single",1,"Paris"
"285","3107811078730100",2017,2003,NA,"Single",1,"Paris"
"286","3207811078730100",2017,2002,NA,"Couple, with Kids",NA,"Urban 5000 to 9999"
"287","3207811012930100",2017,1980,NA,"Couple, No kids",NA,"Rural"
"288","2407811101420100",2017,2001,NA,"Couple, with Kids",1,"Paris"
"289","2707811101420100",2017,1996,NA,"Couple, No kids",1,"Urban 5000 to 9999"
"290","2907811101420100",2017,2006,NA,"Couple, with Kids",1,"Paris"
"291","3007811101420100",2017,2007,NA,"Couple, with Kids",1,"Rural"
"292","2707811001240100",2017,2007,NA,"Couple, with Kids",1,"Urban 5000 to 9999"
"293","2807811001240100",2017,2014,NA,"Couple, with Kids",1,"Urban 10000 to 19999"
"294","3207811001240100",2017,2005,NA,"Couple, with Kids",NA,"Rural"
"295","2607811121140100",2017,2014,NA,"Single",1,"Paris"
"296","3107811121140100",2017,1983,NA,"Couple, with Kids",1,"Paris"
"297","3207811121140100",2017,1989,NA,"Couple, No kids",NA,"Rural"
"298","2507811025180101",2017,1988,NA,"Single",1,"Rural"
"299","2807811025180100",2017,1976,NA,"Couple, No kids",1,"Urban 10000 to 19999"
"300","3107811025180100",2017,1989,NA,"Single Parent",1,"Paris"
"301","3207811025180100",2017,1985,NA,"Single",NA,"Rural"
"302","3007811075690100",2017,1987,NA,"Couple, No kids",1,"Rural"
"303","3107811109060100",2017,1999,NA,"Couple, No kids",1,"Paris"
"304","3207811109060100",2017,2011,NA,"Couple, with Kids",NA,"Paris"
"305","2707811027210100",2017,1992,NA,"Single",1,"Rural"
"306","2907811027210100",2017,1993,NA,"Couple, No kids",1,"Paris"
"307","3107811027210100",2017,2002,NA,"Couple, No kids",1,"Paris"
"308","3207811027210100",2017,2011,NA,"Couple, with Kids",NA,"Paris"
"309","2907811095500100",2017,2017,NA,"Single",2,"Paris"
"310","3007811095500100",2017,2010,NA,"Single",1,"Paris"
"311","3107811095500100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"312","3207811095500100",2017,2000,NA,"Single",NA,"Paris"
"313","2707811023850100",2017,1984,NA,"Single",1,"Rural"
"314","3007811023850100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"315","2807811118640100",2017,2009,NA,"Single",1,"Rural"
"316","2907811118640100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"317","3107811118640100",2017,2005,NA,"Single Parent",1,"Paris"
"318","2507811073230100",2017,2016,NA,"Couple, No kids",1,"Rural"
"319","2907811073230100",2017,1986,NA,"Couple, No kids",1,"Paris"
"320","3207811073230100",2017,1976,NA,"Couple, with Kids",NA,"Paris"
"321","2507811125520100",2017,2015,NA,"Couple, with Kids",1,"Paris"
"322","2807811125520100",2017,1995,NA,"Single",1,"Paris"
"323","3007811059550100",2017,2008,NA,"Couple, No kids",1,"Paris"
"324","3207811059550100",2017,1997,NA,"Couple, No kids",NA,"Paris"
"325","3007811114960100",2017,1992,NA,"Single Parent",1,"Paris"
"326","3107811114960100",2017,1995,NA,"Couple, with Kids",1,"Paris"
"327","3207811114960100",2017,2008,NA,"Single Parent",NA,"Paris"
"328","3107811010270100",2017,2015,NA,"Couple, No kids",1,"Paris"
"329","3207811010270100",2017,2016,NA,"Single",NA,"Paris"
"330","3007811040950100",2017,2009,NA,"Single",1,"Paris"
"331","3107811040950100",2017,1960,NA,"Single",1,"Paris"
"332","3207811040950100",2017,2005,NA,"Couple, No kids",NA,"Paris"
"333","2707811018040100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"334","2907811018040100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"335","2907811018040101",2017,2017,NA,"Single",NA,"Urban 200000 to 1999999"
"336","3107811018040100",2017,2015,NA,"Couple, No kids",1,"Paris"
"337","2607811012620100",2017,2013,NA,"Couple, No kids",1,"Urban 10000 to 19999"
"338","2707811012620100",2017,1985,NA,"Couple, No kids",1,"Paris"
"339","2907811124040100",2017,1985,NA,"Couple, No kids",1,"Paris"
"340","3007811124040100",2017,2017,NA,"Couple, with Kids",2,"Paris"
"341","3007811095380100",2017,2010,NA,"Couple, No kids",1,"Paris"
"342","3107811095380100",2017,2001,NA,"Couple, with Kids",1,"Paris"
"343","2907811042000100",2017,2007,NA,"Couple, with Kids",1,"Paris"
"344","3007811042000100",2017,2011,NA,"Couple, No kids",1,"Paris"
"345","3107811042000100",2017,2015,NA,"Single Parent",1,"Paris"
"346","3207811042000100",2017,2014,NA,"Couple, No kids",NA,"Paris"
"347","2607811088460100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"348","3207811088460100",2017,2012,NA,"Couple, with Kids",NA,"Paris"
"349","2407811104200100",2017,2001,NA,"Couple, No kids",1,"Paris"
"350","2807811104200100",2017,2004,NA,"Couple, with Kids",1,"Paris"
"351","2907811104200100",2017,2001,NA,"Single",1,"Paris"
"352","3107811104200100",2017,2014,NA,"Couple, with Kids",1,"Paris"
"353","2607811063150100",2017,2011,NA,"Single",1,"Urban 200000 to 1999999"
"354","2807811063150100",2017,2003,NA,"Couple, No kids",1,"Paris"
"355","2907811063150100",2017,2006,NA,"Single",1,"Paris"
"356","3007811063150100",2017,1998,NA,"Couple, No kids",1,"Paris"
"357","3107811063150100",2017,2006,NA,"Couple, with Kids",1,"Paris"
"358","2707811122680100",2017,1990,NA,"Couple, No kids",1,"Paris"
"359","2907811122680100",2017,2013,NA,"Couple, with Kids",1,"Paris"
"360","3207811122680100",2017,2015,NA,"Couple, with Kids",NA,"Paris"
"361","2507811051650100",2017,2000,NA,"Couple, with Kids",1,"Paris"
"362","3007811051650100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"363","3207811051650100",2017,2015,NA,"Couple, No kids",NA,"Paris"
"364","2907811086440100",2017,1991,NA,"Couple, No kids",1,"Paris"
"365","3007811086440100",2017,2011,NA,"Single",1,"Paris"
"366","2407811122000100",2017,2015,NA,"Single",1,"Rural"
"367","2807811122000100",2017,2010,NA,"Single",1,"Paris"
"368","3107811122000100",2017,2003,NA,"Single",1,"Paris"
"369","2607811106930100",2017,2008,NA,"Couple, No kids",1,"Paris"
"370","2907811106930100",2017,1995,NA,"Single",1,"Paris"
"371","3107811106930100",2017,2010,NA,"Single",1,"Paris"
"372","3207811106930100",2017,1981,NA,"Single",NA,"Paris"
"373","2907811044120100",2017,1995,NA,"Single Parent",1,"Paris"
"374","2907811044120101",2017,2015,NA,"Couple, No kids",1,"Paris"
"375","3007811044120100",2017,2005,NA,"Single Parent",1,"Paris"
"376","3107811084110100",2017,1992,NA,"Single",1,"Paris"
"377","3207811084110100",2017,1978,NA,"Single",NA,"Paris"
"378","2407811023470100",2017,1996,NA,"Single Parent",1,"Paris"
"379","3207811023470100",2017,2014,NA,"Couple, with Kids",NA,"Paris"
"380","3107811053790100",2017,1980,NA,"Single",1,"Paris"
"381","3207811053790100",2017,2010,NA,"Single Parent",NA,"Paris"
"382","2807811045130100",2017,1996,NA,"Couple, No kids",1,"Paris"
"383","2907811045130100",2017,2010,NA,"Couple, No kids",1,"Paris"
"384","3107811045130100",2017,1993,NA,"Single",1,"Paris"
"385","2407811059260100",2017,2000,NA,"Couple, with Kids",1,"Paris"
"386","2707811059260100",2017,1970,NA,"Single",1,"Paris"
"387","3207811059260100",2017,2009,NA,"Couple, No kids",NA,"Paris"
"388","2707811001000100",2017,2001,NA,"Couple, with Kids",1,"Paris"
"389","3107811001000100",2017,2011,NA,"Couple, with Kids",1,"Paris"
"390","2707811057530100",2017,2016,NA,"Single",2,"Urban 10000 to 19999"
"391","3207811057530100",2017,2012,NA,"Couple, with Kids",NA,"Paris"
"392","2707811052310100",2017,2010,NA,"Couple, with Kids",1,"Paris"
"393","3207811052310100",2017,2011,NA,"Couple, with Kids",NA,"Paris"
"394","2507811064920100",2017,2016,NA,"Couple, with Kids",1,"Paris"
"395","2807811064920100",2017,2016,NA,"Couple, with Kids",1,"Paris"
"396","3207811064920100",2017,1987,NA,"Couple, No kids",NA,"Paris"
"397","2607811051770100",2017,2014,NA,"Couple, No kids",1,"Paris"
"398","3107811051770100",2017,2008,NA,"Single Parent",1,"Paris"
"399","3107811051770101",2017,2017,NA,"Single",NA,"Paris"
