"","idmen","year","datent","myear","mstatus","move","location"
"1","1905464027210100",2012,2005,2005,"Single",NA,"Paris"
"2","1905464063150100",2012,2007,2007,"Couple, with Kids",NA,"Paris"
"3","1907811045130100",2012,1997,1997,"Single",NA,"Paris"
"4","1908484033220100",2012,2002,2002,"Single",NA,"Paris"
"5","1908484110640100",2012,1977,1995,"Couple, No kids",NA,"Paris"
"6","1910069102990100",2012,2002,2002,"Single Parent",NA,"Paris"
"7","1910069102990101",2012,2009,2009,"Single",NA,"Paris"
"8","1910069086440100",2012,2002,2002,"Couple, with Kids",NA,"Paris"
"9","1907839118640100",2012,2011,2011,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"10","1907839001000100",2012,2009,2009,"Couple, No kids",NA,"Paris"
"11","1909752101420100",2012,2012,2012,"Single",NA,"Urban 100000 to 199999"
"12","1909752012620100",2012,2002,2002,"Couple, with Kids",NA,"Paris"
"13","1903974020540100",2012,1984,1984,"Couple, No kids",NA,"Paris"
"14","1903974101960100",2012,1998,NA,"Single",NA,"Paris"
"15","1903974001000100",2012,1984,1984,"Couple, No kids",NA,"Urban 10000 to 19999"
"16","1903974110640100",2012,2001,2001,"Couple, with Kids",NA,"Urban 10000 to 19999"
"17","1901787124040100",2012,1997,1997,"Couple, with Kids",NA,"Rural"
"18","1901787112370100",2012,1992,1992,"Couple, No kids",NA,"Paris"
"19","1907980011670100",2012,2007,2007,"Couple, with Kids",NA,"Paris"
"20","1907980040580100",2012,2000,2000,"Couple, with Kids",NA,"Paris"
"21","1907980101420100",2012,2006,2006,"Couple, No kids",NA,"Paris"
"22","1907980086440100",2012,1999,1999,"Couple, with Kids",NA,"Paris"
"23","1907980118740100",2012,1996,1996,"Couple, with Kids",NA,"Paris"
"24","1903431102990100",2012,2007,2007,"Couple, with Kids",NA,"Paris"
"25","1903431101960100",2012,2007,2007,"Couple, with Kids",NA,"Paris"
"26","1905537067860100",2012,1999,1999,"Single Parent",NA,"Paris"
"27","1905537101960100",2012,2000,2000,"Couple, with Kids",NA,"Paris"
"28","1905537057590100",2012,2004,2004,"Couple, with Kids",NA,"Paris"
"29","1905537025180100",2012,2007,2007,"Couple, with Kids",NA,"Paris"
"30","1905537084110100",2012,1994,1994,"Couple, No kids",NA,"Paris"
"31","1905537064920100",2012,1983,1983,"Couple, No kids",NA,"Paris"
"32","1911760026420100",2012,1979,1979,"Single",NA,"Paris"
"33","1911760109060100",2012,1978,1978,"Single",NA,"Paris"
"34","1911760010270100",2012,2005,2006,"Single Parent",NA,"Paris"
"35","1911760010270200",2012,2005,2005,"Single",NA,"Paris"
"36","1911760051650100",2012,2001,2001,"Couple, No kids",NA,"Paris"
"37","1911760001000100",2012,2008,2007,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"38","1903868020920100",2012,1974,1982,"Single",NA,"Paris"
"39","1903868113300100",2012,1997,1997,"Couple, with Kids",NA,"Paris"
"40","1909205108800100",2012,1998,1998,"Couple, with Kids",NA,"Paris"
"41","1900010089680100",2012,1998,1998,"Single Parent",NA,"Paris"
"42","1900010020060100",2012,2007,2007,"Couple, No kids",NA,"Urban 5000 to 9999"
"43","1900010027210100",2012,1968,1968,"Couple, No kids",NA,"Paris"
"44","1900010122680100",2012,1926,1977,"Couple, No kids",NA,"Paris"
"45","1901686102990100",2012,2000,2000,"Single Parent",NA,"Paris"
"46","1901686101420100",2012,1988,2008,"Single",NA,"Paris"
"47","1901728064920100",2012,2007,2007,"Single",NA,"Paris"
"48","1904363108800100",2012,2006,2006,"Couple, with Kids",NA,"Urban 10000 to 19999"
"49","1904495017600100",2012,1985,1985,"Couple, No kids",NA,"Paris"
"50","1904495017600101",2012,2010,2010,"Couple, with Kids",NA,"Paris"
"51","1904495055140100",2012,1979,1979,"Couple, with Kids",NA,"Paris"
"52","1904495078730100",2012,1992,1992,"Single",NA,"Paris"
"53","1907480118450100",2012,1969,1974,"Single",NA,"Paris"
"54","1902682020540100",2012,1990,1988,"Single Parent",NA,"Rural"
"55","1902682017390100",2012,1973,1972,"Single",NA,"Rural"
"56","1902682106580100",2012,1976,1976,"Couple, No kids",NA,"Rural"
"57","1902682027210100",2012,1983,1983,"Couple, with Kids",NA,"Rural"
"58","1902682114960100",2012,1978,1977,"Couple, No kids",NA,"Rural"
"59","1902682114960102",2012,2010,2010,"Couple, No kids",NA,"Paris"
"60","1900820017070100",2012,1991,1991,"Single",NA,"Urban 10000 to 19999"
"61","1900820055140100",2012,2007,2007,"Couple, No kids",NA,"Rural"
