"","idind","idmen","year","empstat","respondent","profession","gender","age","wage"
"1","1150546405102010002","1505464051020100",2008,"Employed",0,"46","Male",43,32010
"2","1150546405102010001","1505464051020101",2008,"Employed",1,"33","Male",52,35410
"3","1150546412552010001","1505464125520100",2008,"Employed",1,"37","Male",30,40020
"4","2150546412552010002","1505464125520100",2008,"Employed",0,"46","Female",33,28650
"5","2150546412552010003","1505464125520100",2008,"Inactive",0,NA,"Female",0,NA
"6","1150546409538010001","1505464095380100",2008,"Employed",1,"21","Male",36,0
"7","1150781109437010001","1507811094370100",2008,"Unemployed",1,NA,"Female",34,58890
"8","1150781101218010001","1507811012180100",2008,"Employed",1,"42","Male",52,24910
"9","1150781101218010002","1507811012180100",2008,"Employed",0,NA,"Female",49,26060
"10","1150781101218010003","1507811012180100",2008,"Inactive",0,NA,"Male",17,0
"11","1150781105955020001","1507811059550100",2008,"Employed",1,NA,"Male",27,13490
"12","1150781104412010001","1507811044120100",2008,"Employed",1,"47","Male",44,18480
"13","1150848401218010001","1508484012180100",2008,"Employed",1,"37","Male",54,83530
"14","1150848401218010002","1508484012180100",2008,"Employed",0,"31","Female",45,530
"15","1150848401218010003","1508484012180100",2008,"Inactive",0,NA,"Male",14,NA
"16","1150848401218010004","1508484012180100",2008,"Inactive",0,NA,"Female",10,NA
"17","1150848401218010005","1508484012180100",2008,"Inactive",0,NA,"Male",8,NA
"18","1150848406492010001","1508484064920100",2008,"Employed",1,"52","Female",37,29040
"19","1151006901739010002","1510069017390100",2008,"Employed",0,"38","Female",44,20320
"20","1151006901739010003","1510069017390100",2008,"Inactive",0,NA,"Female",14,NA
"21","1151006901739010004","1510069017390100",2008,"Inactive",0,NA,"Male",11,NA
"22","1151006901739010005","1510069017390100",2008,"Inactive",0,NA,"Male",7,NA
"23","1151006907569010001","1510069075690100",2008,"Employed",1,"63","Male",43,26820
"24","1151006907569010003","1510069075690100",2008,"Inactive",0,NA,"Male",16,NA
"25","1151006907569010004","1510069075690100",2008,"Inactive",0,NA,"Female",12,NA
"26","1151006910420010001","1510069104200100",2008,"Employed",1,"46","Male",62,9750
"27","1151006910420010002","1510069104200100",2008,"Employed",0,"43","Female",52,35100
"28","1151006910420010003","1510069104200100",2008,"Inactive",0,NA,"Female",15,NA
"29","1151006910420010004","1510069104200100",2008,"Inactive",0,NA,"Female",11,NA
"30","1151006905177010001","1510069051770100",2008,"Employed",1,"42","Female",45,29730
"31","1150138610880010001","1501386108800100",2008,"Employed",1,"46","Male",47,61730
"32","1150138610880010002","1501386108800100",2008,"Inactive",0,NA,"Female",44,0
"33","1150138610880010003","1501386108800100",2008,"Inactive",0,NA,"Female",19,0
