"","idind","idmen","year","empstat","respondent","profession","gender","age","wage"
"1","1300546410299010001","3005464102990100",2016,"Inactive",1,NA,"Male",51,0
"2","1310546401167010001","3105464011670100",2016,"Employed",1,"46","Male",47,0
"3","1310546401167010002","3105464011670100",2016,"Employed",0,NA,"Female",40,29795
"4","1310546401167010003","3105464011670100",2016,"Inactive",0,NA,"Male",3,NA
"5","1300546406786010001","3005464067860100",2016,"Employed",1,"33","Female",58,92475
"6","1310546406786010001","3105464067860100",2016,"Retired",1,NA,"Male",86,0
"7","1240546407362010001","2405464073620100",2016,"Retired",1,NA,"Male",73,0
"8","1240546407362010002","2405464073620100",2016,"Retired",0,NA,"Female",68,0
"9","1300546407362010001","3005464073620100",2016,"Employed",1,"46","Male",49,0
"10","1300546407362010002","3005464073620100",2016,"Inactive",0,NA,"Female",13,NA
"11","1300546407362010003","3005464073620100",2016,"Inactive",0,NA,"Male",9,NA
"12","1240546403254010001","2405464032540100",2016,"Employed",1,"31","Male",28,59893
"13","2240546403254010003","2405464032540100",2016,"Employed",0,"33","Female",27,43693
"14","1240546403254010002","2405464032540101",2016,"Employed",0,"46","Female",35,57265
"15","1260546410880010001","2605464108800100",2016,"Employed",1,"37","Female",30,34031
"16","2260546410880010002","2605464108800100",2016,"Employed",0,"38","Male",31,0
"17","1260546410880010002","2605464108800100",2016,"Inactive",0,NA,"Male",2,NA
"18","1260546410880010003","2605464108800100",2016,"Inactive",0,NA,"Male",1,NA
"19","1300546410880010001","3005464108800100",2016,"Employed",1,"33","Male",50,62190
"20","1300546410880010002","3005464108800100",2016,"Unemployed",0,NA,"Female",48,96502
"21","1300546410880010003","3005464108800100",2016,"Inactive",0,NA,"Female",21,0
"22","1300546410880010004","3005464108800100",2016,"Inactive",0,NA,"Female",17,0
"23","1280546401760010001","2805464017600100",2016,"Unemployed",1,NA,"Female",59,0
"24","1310546401760010001","3105464017600100",2016,"Inactive",1,NA,"Male",22,0
"25","1300546408968010001","3005464089680100",2016,"Employed",1,"34","Male",34,54817
"26","1300546408968010002","3005464089680100",2016,"Employed",0,"43","Female",32,22286
"27","1310546404058010001","3105464040580100",2016,"Retired",1,NA,"Male",86,0
"28","1310546404058010002","3105464040580100",2016,"Retired",0,NA,"Female",86,0
"29","1310546405741010001","3105464057410100",2016,"Employed",1,"43","Female",60,47055
"30","1310546405741010002","3105464057410100",2016,"Inactive",0,NA,"Male",18,0
"31","1250546402054010001","2505464020540100",2016,"Retired",1,NA,"Male",86,0
"32","1310546409437010001","3105464094370100",2016,"Employed",1,"42","Male",60,114940
"33","1310546409437010002","3105464094370100",2016,"Employed",0,"46","Female",59,20702
"34","1310546409437010003","3105464094370100",2016,"Inactive",0,NA,"Male",19,0
"35","1310546409437010004","3105464094370100",2016,"Inactive",0,NA,"Female",17,0
"36","1310546409437010005","3105464094370100",2016,"Inactive",0,NA,"Female",14,NA
"37","1300546402092010001","3005464020920100",2016,"Employed",1,"22","Male",53,15150
"38","1300546402092010002","3005464020920100",2016,"Employed",0,"37","Female",49,82165
"39","1300546401606010001","3005464016060100",2016,"Employed",1,"23","Male",51,73547
"40","1300546401606010002","3005464016060100",2016,"Inactive",0,NA,"Male",16,NA
"41","1300546401606010003","3005464016060100",2016,"Inactive",0,NA,"Female",13,NA
"42","1310546401606010001","3105464016060100",2016,"Retired",1,NA,"Female",87,0
"43","1290546402006010001","2905464020060100",2016,"Retired",1,NA,"Female",75,22760
"44","1300546408203010001","3005464082030100",2016,"Retired",1,NA,"Male",84,0
"45","1300546408203010002","3005464082030100",2016,"Inactive",0,NA,"Female",82,0
"46","1310546401707010001","3105464017070100",2016,"Employed",1,"54","Female",43,39713
"47","1310546401707010002","3105464017070100",2016,"Employed",0,"33","Male",42,40997
"48","1310546401707010003","3105464017070100",2016,"Inactive",0,NA,"Female",14,NA
"49","1310546401707010004","3105464017070100",2016,"Inactive",0,NA,"Male",9,NA
"50","1310546401707010005","3105464017070100",2016,"Inactive",0,NA,"Female",5,NA
"51","1280546410196010001","2805464101960100",2016,"Retired",1,NA,"Female",77,0
"52","1300546410196010001","3005464101960100",2016,"Employed",1,"35","Male",51,33219
"53","1300546410196010002","3005464101960100",2016,"Employed",0,"35","Female",40,12131
"54","1300546410196010003","3005464101960100",2016,"Inactive",0,NA,"Female",9,NA
"55","1310546410196010001","3105464101960100",2016,"Employed",1,"34","Male",65,30336
"56","1310546405102010001","3105464051020100",2016,"Unemployed",1,NA,"Male",34,8658
"57","1310546405102010002","3105464051020100",2016,"Unemployed",0,NA,"Female",35,27870
"58","1310546405102010003","3105464051020100",2016,"Inactive",0,NA,"Female",11,NA
"59","1280546412667010001","2805464126670100",2016,"Employed",1,"37","Male",35,67372
"60","1310546412667010001","3105464126670100",2016,"Employed",1,"31","Female",38,0
"61","1270546402642010001","2705464026420100",2016,"Employed",1,"31","Male",61,0
"62","2270546402642010002","2705464026420100",2016,"Retired",0,NA,"Male",65,3243
"63","1250546411575010001","2505464115750100",2016,"Employed",1,"31","Male",64,24015
"64","1250546411575010002","2505464115750100",2016,"Unemployed",0,NA,"Female",63,44490
"65","1250546411575010003","2505464115750100",2016,"Inactive",0,"56","Male",25,1175
"66","1250546411575010004","2505464115750100",2016,"Employed",0,"56","Male",22,5160
"67","1230546404235010001","2305464042350100",2016,"Employed",1,"46","Male",56,7575
"68","1230546404235010002","2305464042350100",2016,"Employed",0,"42","Female",41,35865
"69","1230546404235010003","2305464042350100",2016,"Inactive",0,NA,"Male",7,NA
"70","2230546404235010004","2305464042350100",2016,"Inactive",0,NA,"Male",4,NA
"71","1300546409203010001","3005464092030100",2016,"Retired",1,NA,"Female",70,0
"72","1300546408245010001","3005464082450100",2016,"Employed",1,"34","Female",42,47254
"73","1300546408245010002","3005464082450100",2016,"Employed",0,"34","Male",41,81597
"74","1300546408245010003","3005464082450100",2016,"Inactive",0,NA,"Female",14,NA
"75","1300546408245010004","3005464082450100",2016,"Inactive",0,NA,"Female",10,NA
"76","1300546408245010005","3005464082450100",2016,"Inactive",0,NA,"Male",7,NA
"77","1260546401497010001","2605464014970100",2016,"Employed",1,"46","Male",30,0
"78","1250546410384010001","2505464103840100",2016,"Employed",1,"38","Female",47,54013
"79","1250546410384010002","2505464103840100",2016,"Employed",0,"34","Male",43,36155
"80","1250546410384010003","2505464103840100",2016,"Inactive",0,NA,"Male",10,NA
"81","1250546410384010004","2505464103840100",2016,"Inactive",0,NA,"Male",6,NA
"82","1270546410384010001","2705464103840100",2016,"Employed",1,"33","Male",58,119698
"83","1270546410384010002","2705464103840100",2016,"Inactive",0,NA,"Female",47,0
"84","1270546410384010003","2705464103840100",2016,"Inactive",0,NA,"Female",15,NA
"85","1270546410384010004","2705464103840100",2016,"Inactive",0,NA,"Female",9,NA
"86","1300546410384010001","3005464103840100",2016,"Employed",1,"38","Female",61,72627
"87","1300546410384010002","3005464103840100",2016,"Inactive",0,NA,"Female",22,3714
"88","1300546403169010001","3005464031690100",2016,"Employed",1,"38","Male",38,64808
"89","1300546403169010002","3005464031690100",2016,"Employed",0,"46","Female",36,15582
"90","1300546403169010003","3005464031690100",2016,"Inactive",0,NA,"Male",4,NA
"91","1300546403169010004","3005464031690100",2016,"Inactive",0,NA,"Male",2,NA
"92","1260546401739010001","2605464017390100",2016,"Employed",1,"52","Female",60,24163
"93","1260546401739010003","2605464017390100",2016,"Employed",0,"54","Female",24,0
"94","2260546401739010004","2605464017390100",2016,"Employed",0,"47","Male",28,18128
"95","1270546401739010001","2705464017390100",2016,"Retired",1,NA,"Male",71,0
"96","1240546403471010001","2405464034710100",2016,"Employed",1,"35","Male",37,16133
"97","1240546403471010002","2405464034710100",2016,"Employed",0,"46","Female",34,18942
"98","1310546403471010001","3105464034710100",2016,"Employed",1,"43","Male",31,0
"99","1240546405822010001","2405464058220100",2016,"Employed",1,"22","Male",71,5494
"100","1240546405822010002","2405464058220100",2016,"Retired",0,NA,"Female",65,0
"101","1260546405822010001","2605464058220100",2016,"Employed",1,"38","Male",33,43181
"102","2260546405822010002","2605464058220100",2016,"Employed",0,"31","Female",32,6094
"103","1240546405514010001","2405464055140100",2016,"Retired",1,NA,"Male",74,0
"104","1250546405514010001","2505464055140100",2016,"Employed",1,"43","Male",56,37463
"105","1250546405514010002","2505464055140100",2016,"Employed",0,"43","Female",49,0
"106","1250546405514010003","2505464055140100",2016,"Employed",0,"43","Male",23,23953
"107","1250546405514010004","2505464055140100",2016,"Inactive",0,NA,"Male",21,0
"108","1270546405514010001","2705464055140100",2016,"Employed",1,"34","Female",39,24647
"109","1310546405514010001","3105464055140100",2016,"Retired",1,NA,"Female",79,0
"110","1240546403063010001","2405464030630100",2016,"Employed",1,"56","Female",49,20036
"111","1240546403063010002","2405464030630100",2016,"Inactive",0,NA,"Female",10,NA
"112","1290546403063010001","2905464030630100",2016,"Retired",1,NA,"Female",64,0
"113","1310546403063010001","3105464030630100",2016,"Employed",1,NA,"Male",45,5989
"114","1240546406705010001","2405464067050100",2016,"Employed",1,"62","Male",41,39138
"115","1260546406705010001","2605464067050100",2016,"Employed",1,"43","Female",26,25269
"116","2260546406705010002","2605464067050100",2016,"Employed",0,"47","Male",28,30761
"117","1310546406705010001","3105464067050100",2016,"Employed",1,"46","Female",30,45706
"118","1260546410658010001","2605464106580100",2016,"Unemployed",1,NA,"Male",46,0
"119","1290546410658010001","2905464106580100",2016,"Retired",1,NA,"Male",77,0
"120","1290546410658010002","2905464106580100",2016,"Inactive",0,NA,"Female",81,0
"121","1230546405759010001","2305464057590100",2016,"Employed",1,"46","Female",54,27863
"122","1230546405759010002","2305464057590100",2016,"Employed",0,"64","Male",21,17359
"123","1240546405759010001","2405464057590100",2016,"Retired",1,NA,"Male",73,3157
"124","1250546405759010001","2505464057590100",2016,"Retired",1,NA,"Female",58,47414
"125","2250546405759010003","2505464057590100",2016,"Employed",0,NA,"Female",44,54731
"126","1270546405759010001","2705464057590100",2016,"Employed",1,"38","Male",31,48129
"127","2270546405759010002","2705464057590100",2016,"Employed",0,NA,"Female",29,23910
"128","2270546405759010003","2705464057590100",2016,"Inactive",0,NA,"Female",1,NA
"129","1290546405759010001","2905464057590100",2016,"Employed",1,"47","Male",47,49427
"130","1300546405759010001","3005464057590100",2016,"Retired",1,NA,"Male",64,0
"131","1300546405759010002","3005464057590100",2016,"Employed",0,"31","Female",62,0
"132","1310546405759010001","3105464057590100",2016,"Retired",1,NA,"Female",75,0
"133","1250546411330010001","2505464113300100",2016,"Employed",1,"34","Female",50,59317
"134","1270546411330010001","2705464113300100",2016,"Employed",1,"38","Male",33,0
"135","1310546411330010001","3105464113300100",2016,"Employed",1,"33","Male",42,36244
"136","1310546411330010002","3105464113300100",2016,"Employed",0,"33","Female",38,37141
"137","1310546411330010003","3105464113300100",2016,"Inactive",0,NA,"Female",0,NA
"138","1260546411761010001","2605464117610100",2016,"Employed",1,"46","Male",46,40106
"139","1300546407873010001","3005464078730100",2016,"Employed",1,"34","Male",33,46605
"140","1300546407873010002","3005464078730100",2016,"Employed",0,"34","Male",32,21159
"141","1310546407873010001","3105464078730100",2016,"Inactive",1,NA,"Male",64,0
"142","1290546401293010001","2905464012930100",2016,"Retired",1,NA,"Female",62,0
"143","1300546401293010001","3005464012930100",2016,"Retired",1,NA,"Male",62,28239
"144","1310546401293010001","3105464012930100",2016,"Retired",1,NA,"Male",75,0
"145","1310546401293010002","3105464012930100",2016,"Retired",0,NA,"Female",78,0
"146","1270546410142010001","2705464101420100",2016,"Employed",1,"47","Male",36,39006
"147","2270546410142010002","2705464101420100",2016,"Employed",0,"43","Female",32,30469
"148","1280546410142010001","2805464101420100",2016,"Employed",1,"38","Female",44,47644
"149","1280546410142010002","2805464101420100",2016,"Inactive",0,NA,"Male",13,NA
"150","1300546410142010001","3005464101420100",2016,"Inactive",1,"54","Male",23,5574
"151","1230546400124010001","2305464001240100",2016,"Employed",1,"38","Male",31,51176
"152","1230546400124010002","2305464001240100",2016,"Employed",0,"47","Female",33,23922
"153","1230546400124010003","2305464001240100",2016,"Inactive",0,NA,"Male",4,NA
"154","1230546400124010004","2305464001240100",2016,"Inactive",0,NA,"Female",1,NA
"155","1310546400124010001","3105464001240100",2016,"Retired",1,NA,"Male",69,15150
"156","1310546400124010002","3105464001240100",2016,"Employed",0,"38","Female",61,56586
"157","1230546412114010001","2305464121140100",2016,"Employed",1,"37","Female",37,54839
"158","2230546412114010002","2305464121140100",2016,"Employed",0,"31","Male",38,49496
"159","1250546412114010001","2505464121140100",2016,"Employed",1,"34","Female",31,30880
