"","idmen","year","datent","myear","mstatus","move","location"
"120","1401042108800100",2007,1997,1996,"Couple, with Kids",NA,"Rural"
"121","1401042118740100",2007,2001,2002,"Other",NA,"Urban 2000 to 4999"
"122","1401042122680100",2007,1985,2000,"Couple, with Kids",NA,"Urban 2000 to 4999"
"123","1401181040950100",2007,1994,NA,"Single Parent",NA,"Rural"
"124","1401181053790100",2007,1998,1998,"Couple, with Kids",NA,"Urban 2000 to 4999"
"125","1401181082450100",2007,2005,2005,"Single",NA,"Rural"
"126","1401181099390100",2007,1997,1984,"Couple, No kids",NA,"Rural"
"127","1401386032540100",2007,1997,1997,"Single",NA,"Paris"
"128","1401386064920100",2007,2006,2006,"Couple, with Kids",NA,"Paris"
"129","1401386088460100",2007,1981,1981,"Single",NA,"Paris"
"130","1401386114960100",2007,1998,1998,"Couple, with Kids",NA,"Paris"
"131","1401483013160100",2007,2004,2002,"Single",NA,"Rural"
"132","1401483051020100",2007,2005,2005,"Single",NA,"Urban 200000 to 1999999"
"133","1401483051020101",2007,2006,2006,"Single",NA,"Urban 200000 to 1999999"
"134","1401483057590100",2007,2005,2005,"Other",NA,"Urban 200000 to 1999999"
"135","1401483059260100",2007,1954,1975,"Couple, No kids",NA,"Urban 50000 to 99999"
"136","1401483088460100",2007,2002,2002,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"137","1401497012930100",2007,2000,2000,"Single",NA,"Rural"
"138","1401497017390100",2007,1993,1993,"Couple, with Kids",NA,"Rural"
"139","1401497043310100",2007,1932,1968,"Couple, No kids",NA,"Rural"
"140","1401497059550100",2007,1987,1986,"Couple, with Kids",NA,"Rural"
"141","1401497124040100",2007,1973,1973,"Couple, No kids",NA,"Rural"
"142","1401575016060100",2007,2001,2001,"Single",NA,"Rural"
"143","1401575025180100",2007,2003,2003,"Couple, with Kids",NA,"Rural"
"144","1401575051650100",2007,1989,1989,"Couple, with Kids",NA,"Urban 10000 to 19999"
"145","1401575087500100",2007,1977,2004,"Couple, No kids",NA,"Urban 2000 to 4999"
"146","1401575117610100",2007,2003,2003,"Couple, No kids",NA,"Rural"
"147","1401580034710100",2007,1993,1993,"Couple, No kids",NA,"Urban 200000 to 1999999"
"148","1401580063150100",2007,1993,1993,"Couple, with Kids",NA,"Urban 100000 to 199999"
"149","1401580073620100",2007,1999,1999,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"150","1401580094370100",2007,2007,2007,"Couple, No kids",NA,"Urban 200000 to 1999999"
"151","1401580110640100",2007,2000,2000,"Couple, with Kids",NA,"Urban 100000 to 199999"
"152","1401580114960100",2007,2001,2001,"Couple, No kids",NA,"Urban 200000 to 1999999"
"153","1401580114960101",2007,2005,2005,"Couple, No kids",NA,"Urban 200000 to 1999999"
"154","1401580117610100",2007,2003,NA,"Single",NA,"Urban 200000 to 1999999"
"155","1401580123980100",2007,1968,1972,"Single",NA,"Urban 100000 to 199999"
"156","1401607067050100",2007,1997,1997,"Couple, with Kids",NA,"Rural"
"157","1401607091130100",2007,1998,1998,"Single",NA,"Urban 20000 to 49999"
"158","1401686031690100",2007,1995,1995,"Couple, with Kids",NA,"Paris"
"159","1401686073620100",2007,1996,1996,"Couple, with Kids",NA,"Paris"
"160","1401686075690100",2007,1999,1999,"Single Parent",NA,"Paris"
"161","1401686075690101",2007,2004,2004,"Couple, with Kids",NA,"Rural"
"162","1401686113300100",2007,2005,2005,"Single Parent",NA,"Rural"
"163","1401686126670100",2007,1986,1985,"Single",NA,"Paris"
"164","1401728017600100",2007,1981,2004,"Couple, with Kids",NA,"Paris"
"165","1401728059260100",2007,1991,1991,"Couple, No kids",NA,"Paris"
"166","1401728066630100",2007,1983,1983,"Couple, with Kids",NA,"Paris"
"167","1401728095500100",2007,2000,2000,"Single",NA,"Paris"
"168","1401746013160100",2007,1996,1994,"Other",NA,"Rural"
"169","1401746017600100",2007,1931,1964,"Single Parent",NA,"Rural"
"170","1401746042350100",2007,2005,2005,"Couple, with Kids",NA,"Urban 20000 to 49999"
"171","1401746082450100",2007,1991,1991,"Single Parent",NA,"Urban 20000 to 49999"
"172","1401787017390100",2007,1996,1994,"Single",NA,"Paris"
"173","1401787020920100",2007,1996,1995,"Couple, No kids",NA,"Urban 20000 to 49999"
"174","1401787087500100",2007,1999,1999,"Couple, with Kids",NA,"Paris"
"175","1401787104200100",2007,1977,1977,"Couple, No kids",NA,"Paris"
"176","1401787108800100",2007,2004,2004,"Couple, with Kids",NA,"Urban 20000 to 49999"
"177","1401787109060100",2007,1980,1981,"Couple, with Kids",NA,"Paris"
"178","1402178020920100",2007,2003,2003,"Couple, with Kids",NA,"Urban 5000 to 9999"
"179","1402178023850100",2007,1998,1998,"Couple, with Kids",NA,"Urban 5000 to 9999"
"180","1402178039370100",2007,1977,1977,"Couple, No kids",NA,"Urban 50000 to 99999"
"181","1402178108800100",2007,2004,2004,"Couple, with Kids",NA,"Urban 5000 to 9999"
"182","1402243001240100",2007,2002,2002,"Single",NA,"Urban 2000 to 4999"
"183","1402243057410100",2007,2000,2000,"Couple, with Kids",NA,"Rural"
"184","1402243067050100",2007,2002,2002,"Couple, No kids",NA,"Rural"
"185","1402243104200100",2007,2003,2003,"Single Parent",NA,"Urban 20000 to 49999"
"186","1402243104200101",2007,2005,2005,"Single",NA,"Urban 200000 to 1999999"
"187","1402264001240100",2007,1980,1978,"Couple, No kids",NA,"Rural"
"188","1402264017070100",2007,1999,1999,"Couple, with Kids",NA,"Rural"
"189","1402264023470100",2007,2006,2006,"Single",NA,"Urban 2000 to 4999"
"190","1402264104200100",2007,1997,NA,"Single",NA,"Urban 2000 to 4999"
"191","1402264106580100",2007,1998,1998,"Single",NA,"Rural"
"192","1402264112370100",2007,1981,1985,"Single",NA,"Urban 20000 to 49999"
"193","1402363020920100",2007,2005,2005,"Couple, No kids",NA,"Rural"
"194","1402363033220100",2007,1995,1995,"Single",NA,"Urban 50000 to 99999"
"195","1402363034710100",2007,2001,1999,"Couple, with Kids",NA,"Urban 2000 to 4999"
"196","1402363044120100",2007,2000,2000,"Single",NA,"Urban 100000 to 199999"
"197","1402363059550100",2007,2003,2003,"Couple, No kids",NA,"Urban 100000 to 199999"
"198","1402363108800100",2007,1998,1973,"Couple, No kids",NA,"Urban 2000 to 4999"
"199","1402492011670100",2007,1999,2000,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"200","1402492027210100",2007,1996,1982,"Couple, No kids",NA,"Urban 100000 to 199999"
"201","1402492027210200",2007,1996,1996,"Single",NA,"Urban 100000 to 199999"
"202","1402492039590100",2007,2005,2004,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"203","1402492042000100",2007,1979,1979,"Other",NA,"Urban 100000 to 199999"
"204","1402492057530100",2007,2007,2007,"Other",NA,"Urban 200000 to 1999999"
"205","1402492082030100",2007,1950,NA,"Single",NA,"Urban 200000 to 1999999"
"206","1402492099390100",2007,2006,2005,"Couple, with Kids",NA,"Urban 100000 to 199999"
"207","1402492103840100",2007,2001,2001,"Single Parent",NA,"Urban 200000 to 1999999"
"208","1402603020920100",2007,1992,1994,"Couple, with Kids",NA,"Urban 5000 to 9999"
"209","1402603057530100",2007,1989,1989,"Couple, with Kids",NA,"Urban 50000 to 99999"
"210","1402603067860100",2007,1958,1956,"Couple, No kids",NA,"Rural"
"211","1402603082450100",2007,2003,2003,"Single Parent",NA,"Urban 5000 to 9999"
"212","1402603118450100",2007,1993,1993,"Single",NA,"Urban 5000 to 9999"
"213","1402603121140100",2007,2002,2002,"Couple, No kids",NA,"Urban 20000 to 49999"
"214","1402633040580100",2007,1996,1978,"Couple, No kids",NA,"Urban 100000 to 199999"
"215","1402651108800100",2007,1968,1968,"Couple, No kids",NA,"Urban 20000 to 49999"
"216","1402682001240100",2007,1989,1989,"Couple, No kids",NA,"Rural"
"217","1402682017600100",2007,2006,2006,"Couple, No kids",NA,"Rural"
"218","1402682052310100",2007,1990,2001,"Single Parent",NA,"Urban 10000 to 19999"
"219","1402682082450100",2007,1990,1993,"Couple, with Kids",NA,"Rural"
"220","1402682086440100",2007,1983,1963,"Couple, No kids",NA,"Urban 10000 to 19999"
"221","1402682094370100",2007,2001,2001,"Couple, with Kids",NA,"Rural"
"222","1402738017390100",2007,1965,2004,"Single",NA,"Urban 200000 to 1999999"
"223","1402738032540100",2007,1999,1999,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"224","1402738075690100",2007,2003,2004,"Single",NA,"Urban 200000 to 1999999"
"225","1402738084110100",2007,1989,1989,"Single",NA,"Urban 200000 to 1999999"
"226","1402738088460100",2007,2003,2003,"Single",NA,"Urban 200000 to 1999999"
"227","1402738113300100",2007,1999,1999,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"228","1402738114960100",2007,1954,1990,"Couple, No kids",NA,"Urban 200000 to 1999999"
"229","1402827012620100",2007,2007,2007,"Couple, with Kids",NA,"Urban 50000 to 99999"
"230","1402827020060100",2007,1996,1996,"Couple, No kids",NA,"Urban 2000 to 4999"
"231","1402827027210100",2007,1978,1978,"Single",NA,"Urban 10000 to 19999"
"232","1402827032540100",2007,1991,1991,"Couple, with Kids",NA,"Urban 5000 to 9999"
"233","1402827051770100",2007,1961,1975,"Single Parent",NA,"Urban 50000 to 99999"
"234","1402827058220100",2007,1990,1990,"Couple, No kids",NA,"Urban 10000 to 19999"
"235","1402827089680100",2007,2003,2003,"Couple, with Kids",NA,"Urban 2000 to 4999"
"236","1402827091130100",2007,1970,1992,"Couple, No kids",NA,"Urban 50000 to 99999"
"237","1402837059260100",2007,1972,1974,"Couple, No kids",NA,"Urban 10000 to 19999"
"238","1402837117610100",2007,1989,1989,"Single",NA,"Urban 5000 to 9999"
"239","1402839012620100",2007,2006,2006,"Couple, with Kids",NA,"Paris"
"240","1402839055140100",2007,1997,1997,"Couple, with Kids",NA,"Paris"
"241","1402839055140101",2007,2004,2004,"Single",NA,"Paris"
"242","1402839118450100",2007,2003,1968,"Couple, No kids",NA,"Paris"
"243","1402839118740100",2007,2002,2002,"Other",NA,"Paris"
"244","1402839122000100",2007,2006,2006,"Couple, with Kids",NA,"Paris"
"245","1402969089680100",2007,1995,1995,"Couple, No kids",NA,"Urban 100000 to 199999"
"246","1403194055140100",2007,1986,1980,"Couple, No kids",NA,"Urban 2000 to 4999"
"247","1403194078730100",2007,1977,1977,"Single",NA,"Urban 2000 to 4999"
"248","1403194086440100",2007,1985,2003,"Couple, No kids",NA,"Urban 200000 to 1999999"
"249","1403194092030100",2007,1995,1995,"Single",NA,"Urban 2000 to 4999"
"250","1403194095500100",2007,2003,2003,"Single",NA,"Urban 2000 to 4999"
"251","1403298017070100",2007,1996,1996,"Single",NA,"Urban 20000 to 49999"
"252","1403298017600100",2007,2007,2007,"Couple, No kids",NA,"Urban 50000 to 99999"
"253","1403298042000100",2007,1985,1983,"Couple, No kids",NA,"Urban 50000 to 99999"
"254","1403298059260100",2007,2003,2003,"Couple, with Kids",NA,"Rural"
"255","1403298059260101",2007,2005,2005,"Single Parent",NA,"Urban 20000 to 49999"
"256","1403298081230100",2007,2001,2001,"Couple, No kids",NA,"Rural"
"257","1403387025180100",2007,2002,2002,"Single",NA,"Paris"
"258","1403387055140100",2007,1994,1994,"Single",NA,"Paris"
"259","1403387087500100",2007,2000,2000,"Couple, with Kids",NA,"Paris"
"260","1403387108800100",2007,2000,2000,"Single",NA,"Urban 2000 to 4999"
"261","1403387126670100",2007,1972,1969,"Couple, No kids",NA,"Urban 2000 to 4999"
"262","1403431027210100",2007,1998,1998,"Couple, No kids",NA,"Paris"
"263","1403431045130100",2007,1968,1968,"Couple, No kids",NA,"Paris"
"264","1403431051770100",2007,1967,1967,"Single",NA,"Paris"
"265","1403431063150100",2007,2006,2006,"Single",NA,"Paris"
"266","1403431091130100",2007,2004,2004,"Couple, with Kids",NA,"Paris"
"267","1403431099390100",2007,2004,2004,"Single",NA,"Paris"
"268","1403516013160100",2007,1986,1986,"Couple, No kids",NA,"Urban 2000 to 4999"
"269","1403516013160101",2007,2007,2007,"Single",NA,"Paris"
"270","1403516017390100",2007,2003,2006,"Couple, No kids",NA,"Urban 200000 to 1999999"
"271","1403516040950100",2007,2006,2006,"Couple, with Kids",NA,"Rural"
"272","1403516053790100",2007,2006,2006,"Couple, with Kids",NA,"Urban 2000 to 4999"
"273","1403516059550100",2007,2003,2003,"Couple, with Kids",NA,"Urban 2000 to 4999"
"274","1403516063150100",2007,2001,2001,"Couple, with Kids",NA,"Urban 2000 to 4999"
"275","1403516081230100",2007,2004,2004,"Couple, No kids",NA,"Urban 20000 to 49999"
"276","1403516082450100",2007,1995,1995,"Couple, with Kids",NA,"Urban 2000 to 4999"
"277","1403516113300100",2007,1991,1991,"Couple, with Kids",NA,"Urban 2000 to 4999"
"278","1403516118450100",2007,2005,2005,"Couple, with Kids",NA,"Rural"
"279","1403518012930100",2007,1993,1993,"Couple, with Kids",NA,"Urban 20000 to 49999"
"280","1403518030630100",2007,2006,2006,"Single",NA,"Urban 20000 to 49999"
"281","1403518057530100",2007,1998,1998,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"282","1403518106930100",2007,2005,2005,"Couple, No kids",NA,"Urban 2000 to 4999"
"283","1403559017070100",2007,2002,1979,"Couple, with Kids",NA,"Rural"
"284","1403559023470100",2007,2004,2007,"Single Parent",NA,"Rural"
"285","1403559023470101",2007,2006,2006,"Single",NA,"Rural"
"286","1403559032540100",2007,2000,1999,"Couple, with Kids",NA,"Rural"
"287","1403559039370100",2007,2007,NA,"Couple, with Kids",NA,"Urban 20000 to 49999"
"288","1403559052310100",2007,1986,1986,"Single Parent",NA,"Rural"
"289","1403559073230100",2007,1995,1995,"Couple, with Kids",NA,"Urban 100000 to 199999"
"290","1403559108800100",2007,1965,1960,"Single",NA,"Rural"
"291","1403747020920100",2007,1998,2002,"Couple, No kids",NA,"Urban 100000 to 199999"
"292","1403747026420100",2007,2003,2003,"Couple, with Kids",NA,"Urban 100000 to 199999"
"293","1403778067860100",2007,2005,2005,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"294","1403868001000100",2007,1991,2003,"Couple, with Kids",NA,"Paris"
"295","1403868012620100",2007,2004,2005,"Couple, with Kids",NA,"Paris"
"296","1403868066630100",2007,2006,2007,"Couple, with Kids",NA,"Paris"
"297","1403868118450100",2007,1968,1968,"Couple, No kids",NA,"Paris"
"298","1403933001000100",2007,1984,1983,"Single",NA,"Rural"
"299","1403933015750100",2007,2000,2000,"Couple, No kids",NA,"Urban 200000 to 1999999"
"300","1403933018040100",2007,1984,1983,"Single",NA,"Urban 200000 to 1999999"
"301","1403933073510100",2007,2003,2005,"Single",NA,"Rural"
"302","1403933078730100",2007,2004,2004,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"303","1403933082030100",2007,1991,1991,"Couple, No kids",NA,"Urban 200000 to 1999999"
"304","1403974064920100",2007,2001,2001,"Couple, with Kids",NA,"Urban 10000 to 19999"
"305","1403974091130100",2007,2007,2004,"Couple, No kids",NA,"Urban 10000 to 19999"
"306","1403974099390100",2007,2006,2006,"Couple, No kids",NA,"Rural"
"307","1403974114960100",2007,1997,1997,"Couple, with Kids",NA,"Urban 2000 to 4999"
"308","1403974123980100",2007,2001,2000,"Couple, No kids",NA,"Urban 2000 to 4999"
"309","1403986015750100",2007,1973,1973,"Couple, No kids",NA,"Urban 50000 to 99999"
"310","1403986018040100",2007,2004,2004,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"311","1403986033220100",2007,2005,2005,"Couple, with Kids",NA,"Rural"
"312","1403986045130100",2007,2006,2006,"Couple, with Kids",NA,"Rural"
"313","1403986067050100",2007,1980,1980,"Single",NA,"Urban 200000 to 1999999"
"314","1403986126670100",2007,1993,1992,"Couple, No kids",NA,"Urban 50000 to 99999"
"315","1404014020540100",2007,2001,2001,"Single Parent",NA,"Urban 2000 to 4999"
"316","1404014020540101",2007,2005,2005,"Single",NA,"Urban 10000 to 19999"
"317","1404014025180100",2007,1994,1994,"Couple, No kids",NA,"Urban 20000 to 49999"
"318","1404014042350100",2007,1942,1964,"Couple, No kids",NA,"Urban 10000 to 19999"
"319","1404014058220100",2007,2004,2004,"Other",NA,"Urban 10000 to 19999"
"320","1404014059550100",2007,1999,1999,"Couple, No kids",NA,"Urban 20000 to 49999"
"321","1404014082030100",2007,1987,1971,"Couple, No kids",NA,"Urban 2000 to 4999"
"322","1404014094370100",2007,2002,2002,"Single Parent",NA,"Urban 2000 to 4999"
"323","1404014118740100",2007,1993,1993,"Couple, with Kids",NA,"Rural"
"324","1404021011670100",2007,1982,2004,"Single Parent",NA,"Urban 20000 to 49999"
"325","1404021031690100",2007,1963,1974,"Single",NA,"Urban 50000 to 99999"
"326","1404021051650100",2007,1996,1996,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"327","1404021084110100",2007,1969,1986,"Couple, No kids",NA,"Urban 200000 to 1999999"
"328","1404021124040100",2007,1998,1998,"Couple, No kids",NA,"Urban 200000 to 1999999"
"329","1404021125520100",2007,2002,2002,"Couple, with Kids",NA,"Urban 50000 to 99999"
"330","1404135026420100",2007,2006,2006,"Couple, with Kids",NA,"Urban 2000 to 4999"
"331","1404135031690100",2007,1982,1982,"Couple, No kids",NA,"Urban 2000 to 4999"
"332","1404135042350100",2007,2002,2002,"Couple, with Kids",NA,"Urban 2000 to 4999"
"333","1404135052310100",2007,2000,2000,"Single Parent",NA,"Urban 50000 to 99999"
"334","1404199020060100",2007,1998,1998,"Single",NA,"Urban 200000 to 1999999"
"335","1404199066630100",2007,1999,1999,"Single",NA,"Urban 200000 to 1999999"
"336","1404199082450100",2007,1999,1999,"Single Parent",NA,"Urban 200000 to 1999999"
"337","1404199101960100",2007,1997,1997,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"338","1404199118640100",2007,1993,1993,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"339","1404363011670100",2007,1982,NA,"Single",NA,"Paris"
"340","1404363012620100",2007,1975,1975,"Couple, with Kids",NA,"Paris"
"341","1404363030630100",2007,2001,2001,"Couple, No kids",NA,"Paris"
"342","1404363118450100",2007,1988,NA,"Single",NA,"Paris"
"343","1404363118640100",2007,2005,2005,"Couple, No kids",NA,"Paris"
