"","idmen","year","datent","myear","mstatus","move","location"
"26","1600443039370101",2009,2009,2009,"Single",NA,"Urban 200000 to 1999999"
"27","1600443057590100",2009,2009,2009,"Single",NA,"Urban 50000 to 99999"
"28","1600443084110101",2009,2007,2007,"Couple, No kids",NA,"Paris"
"29","1600443122680100",2009,2002,2002,"Couple, with Kids",NA,"Rural"
"30","1600493026420100",2009,1979,1979,"Couple, No kids",NA,"Urban 50000 to 99999"
"31","1600493039370100",2009,2000,2000,"Couple, with Kids",NA,"Urban 2000 to 4999"
"32","1600493045130101",2009,2007,2007,"Couple, with Kids",NA,"Rural"
"33","1600496014970100",2009,1976,1976,"Couple, No kids",NA,"Urban 200000 to 1999999"
"34","1600496020540100",2009,1998,2006,"Single",NA,"Urban 2000 to 4999"
"35","1600496057530100",2009,1991,1991,"Couple, No kids",NA,"Urban 200000 to 1999999"
"36","1600496067860100",2009,2006,2006,"Single",NA,"Urban 2000 to 4999"
"37","1600496121140100",2009,2004,2004,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"38","1600496125520100",2009,1989,1989,"Single",NA,"Urban 200000 to 1999999"
"39","1600528115750100",2009,1960,1962,"Couple, No kids",NA,"Urban 200000 to 1999999"
"40","1600528121140100",2009,2008,2008,"Couple, No kids",NA,"Urban 200000 to 1999999"
"41","1600528124060100",2009,1986,1986,"Other",NA,"Urban 200000 to 1999999"
"42","1600528125520100",2009,1984,1984,"Single",NA,"Urban 200000 to 1999999"
"43","1600597011670100",2009,2002,2002,"Single",NA,"Urban 200000 to 1999999"
"44","1600597042000100",2009,1988,2003,"Couple, No kids",NA,"Urban 200000 to 1999999"
"45","1600597051020100",2009,2003,2003,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"46","1600597051020101",2009,2007,2007,"Other",NA,"Urban 200000 to 1999999"
"47","1600597053790100",2009,1997,1996,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"48","1600597081230100",2009,1998,1998,"Single Parent",NA,"Urban 200000 to 1999999"
"49","1600597108800100",2009,1976,1980,"Couple, No kids",NA,"Urban 200000 to 1999999"
"50","1600612030630100",2009,1998,1998,"Couple, with Kids",NA,"Urban 100000 to 199999"
"51","1600612082450100",2009,2005,2005,"Couple, No kids",NA,"Urban 100000 to 199999"
"52","1600612095380100",2009,2004,2005,"Single",NA,"Rural"
"53","1600742017600100",2009,1965,1973,"Single",NA,"Urban 10000 to 19999"
"54","1600742067050100",2009,1996,1996,"Single",NA,"Urban 5000 to 9999"
"55","1600742092030100",2009,1982,NA,"Couple, No kids",NA,"Urban 10000 to 19999"
"56","1600742092030101",2009,2008,2008,"Single",NA,"Urban 200000 to 1999999"
"57","1600742101420100",2009,1976,1976,"Single Parent",NA,"Urban 5000 to 9999"
"58","1600742102990100",2009,1986,1986,"Single",NA,"Urban 10000 to 19999"
"59","1600742114960100",2009,1979,1979,"Couple, No kids",NA,"Urban 20000 to 49999"
"60","1600772045130100",2009,2006,2006,"Other",NA,"Urban 100000 to 199999"
"61","1600772059550100",2009,1992,1982,"Other",NA,"Rural"
"62","1600772104200100",2009,1998,1998,"Single",NA,"Urban 100000 to 199999"
"63","1600772114960100",2009,1930,1989,"Other",NA,"Rural"
"64","1600820064920100",2009,2003,2002,"Couple, No kids",NA,"Paris"
"65","1600820089680100",2009,2005,2005,"Couple, with Kids",NA,"Paris"
"66","1600820118740100",2009,2004,2007,"Single Parent",NA,"Paris"
"67","1600896064920100",2009,2005,2005,"Couple, No kids",NA,"Paris"
"68","1600896064920101",2009,2006,2006,"Couple, with Kids",NA,"Paris"
"69","1600896075690100",2009,1966,1966,"Couple, No kids",NA,"Paris"
"70","1600896088460100",2009,NA,NA,"Single",NA,"Paris"
"71","1600898067050100",2009,1986,1986,"Couple, with Kids",NA,"Rural"
"72","1600898081230100",2009,1999,1999,"Single",NA,"Urban 200000 to 1999999"
"73","1600898112370100",2009,1973,1973,"Couple, No kids",NA,"Urban 200000 to 1999999"
"74","1600898117610100",2009,2000,2000,"Couple, No kids",NA,"Rural"
"75","1600913040950100",2009,1990,1990,"Couple, No kids",NA,"Rural"
"76","1600913058220100",2009,2008,2008,"Couple, No kids",NA,"Rural"
"77","1600913075690100",2009,1990,1990,"Couple, with Kids",NA,"Rural"
"78","1601013032540100",2009,1992,1992,"Couple, with Kids",NA,"Urban 5000 to 9999"
"79","1601013122000100",2009,1962,1962,"Single",NA,"Rural"
"80","1601042001240100",2009,1989,1973,"Single",NA,"Rural"
"81","1601042011670100",2009,1976,1976,"Couple, No kids",NA,"Rural"
"82","1601042052310100",2009,1999,1999,"Couple, with Kids",NA,"Urban 2000 to 4999"
"83","1601042052310101",2009,2006,2006,"Couple, with Kids",NA,"Urban 2000 to 4999"
"84","1601042075690100",2009,2003,2002,"Single Parent",NA,"Rural"
"85","1601042118640100",2009,1956,1954,"Single",NA,"Rural"
"86","1601042123980100",2009,1999,1998,"Single",NA,"Rural"
"87","1601042126670100",2009,1972,1972,"Couple, No kids",NA,"Rural"
"88","1601181123980100",2009,1976,1976,"Single",NA,"Rural"
"89","1601386016060100",2009,2006,2006,"Couple, with Kids",NA,"Paris"
"90","1601386027210100",2009,2005,2005,"Couple, No kids",NA,"Urban 10000 to 19999"
"91","1601386034710100",2009,2003,2003,"Single",NA,"Paris"
"92","1601386040950100",2009,1968,1968,"Single",NA,"Paris"
"93","1601386081230100",2009,1949,1949,"Single",NA,"Paris"
"94","1601483017390100",2009,2000,2000,"Single",NA,"Urban 200000 to 1999999"
"95","1601483099400100",2009,1979,1979,"Single",NA,"Urban 50000 to 99999"
"96","1601483113300100",2009,2005,2005,"Single",NA,"Urban 100000 to 199999"
"97","1601483118740100",2009,1985,1985,"Couple, No kids",NA,"Urban 50000 to 99999"
"98","1601483118740101",2009,2008,2007,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"99","1601497042350100",2009,1972,1972,"Couple, No kids",NA,"Rural"
"100","1601497101420100",2009,2005,2005,"Couple, with Kids",NA,"Rural"
"101","1601497109060100",2009,1987,2001,"Single",NA,"Rural"
"102","1601497109060101",2009,2007,2007,"Single Parent",NA,"Rural"
"103","1601575109060100",2009,1982,2003,"Couple, with Kids",NA,"Rural"
"104","1601575122000100",2009,1992,1992,"Couple, No kids",NA,"Urban 10000 to 19999"
"105","1601575124040100",2009,1960,1965,"Couple, with Kids",NA,"Urban 10000 to 19999"
"106","1601580020920100",2009,2008,2008,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"107","1601580023470100",2009,1986,1999,"Single Parent",NA,"Urban 100000 to 199999"
"108","1601580088460100",2009,1991,1991,"Single Parent",NA,"Urban 100000 to 199999"
"109","1601580122000100",2009,1976,1976,"Couple, No kids",NA,"Urban 100000 to 199999"
"110","1601580124040100",2009,2005,2005,"Single",NA,"Urban 5000 to 9999"
"111","1601607018040100",2009,1995,1995,"Single",NA,"Urban 2000 to 4999"
"112","1601607042350100",2009,1960,1967,"Single",NA,"Rural"
"113","1601607073620100",2009,2009,2009,"Single",NA,"Rural"
"114","1601686081230100",2009,1992,2000,"Single",NA,"Paris"
"115","1601686108800100",2009,1990,1995,"Couple, with Kids",NA,"Paris"
"116","1601686115750100",2009,2006,2006,"Couple, with Kids",NA,"Paris"
"117","1601728012930100",2009,2004,2003,"Couple, with Kids",NA,"Paris"
"118","1601728015750100",2009,1980,1979,"Couple, with Kids",NA,"Paris"
"119","1601728118640101",2009,2005,1985,"Couple, No kids",NA,"Urban 200000 to 1999999"
"120","1601728122000100",2009,2006,2006,"Couple, with Kids",NA,"Paris"
"121","1601728124040100",2009,2005,2005,"Couple, No kids",NA,"Paris"
"122","1601746015750100",2009,2007,2007,"Couple, with Kids",NA,"Urban 10000 to 19999"
"123","1601746057590100",2009,2004,2004,"Single",NA,"Urban 20000 to 49999"
"124","1601787018040100",2009,2006,2006,"Couple, with Kids",NA,"Paris"
"125","1601787058220100",2009,2005,2005,"Couple, with Kids",NA,"Paris"
"126","1602178020060100",2009,1989,1989,"Couple, No kids",NA,"Urban 5000 to 9999"
"127","1602178087500100",2009,2008,NA,"Single",NA,"Urban 50000 to 99999"
"128","1602178089680100",2009,1964,1964,"Single",NA,"Urban 5000 to 9999"
"129","1602243016060100",2009,1993,1993,"Couple, with Kids",NA,"Rural"
"130","1602243018040100",2009,1995,2007,"Single",NA,"Urban 20000 to 49999"
"131","1602243042350100",2009,2006,1987,"Single",NA,"Rural"
"132","1602243043310100",2009,1959,1959,"Couple, No kids",NA,"Rural"
"133","1602243051020100",2009,1985,1968,"Single",NA,"Rural"
"134","1602243057590100",2009,1983,NA,"Couple, No kids",NA,"Rural"
"135","1602243057590101",2009,2009,2008,"Couple, with Kids",NA,"Rural"
"136","1602243099400100",2009,1992,2002,"Couple, No kids",NA,"Urban 20000 to 49999"
"137","1602243122680100",2009,1986,1986,"Single",NA,"Urban 20000 to 49999"
"138","1602264040580100",2009,1993,1993,"Single",NA,"Rural"
"139","1602264082030100",2009,2004,2004,"Couple, with Kids",NA,"Rural"
"140","1602264121140100",2009,2002,2002,"Single Parent",NA,"Rural"
"141","1602264122680100",2009,1986,1986,"Couple, with Kids",NA,"Urban 2000 to 4999"
"142","1602363020060100",2009,1975,1974,"Couple, with Kids",NA,"Urban 2000 to 4999"
"143","1602363053790100",2009,2006,2006,"Couple, with Kids",NA,"Rural"
"144","1602363089680100",2009,1998,1998,"Couple, with Kids",NA,"Urban 2000 to 4999"
"145","1602363092030100",2009,2008,2008,"Couple, No kids",NA,"Urban 2000 to 4999"
"146","1602363126670100",2009,2008,2008,"Couple, with Kids",NA,"Urban 2000 to 4999"
"147","1602492012930100",2009,2007,2006,"Couple, with Kids",NA,"Urban 100000 to 199999"
"148","1602492023850100",2009,1960,1960,"Couple, No kids",NA,"Urban 100000 to 199999"
"149","1602492026420100",2009,1953,1953,"Couple, No kids",NA,"Urban 200000 to 1999999"
"150","1602492042350100",2009,1981,1981,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"151","1602492047350100",2009,2009,2009,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"152","1602492057410100",2009,2006,2006,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"153","1602492057410101",2009,1995,1993,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"154","1602492063150100",2009,1999,1999,"Single",NA,"Urban 100000 to 199999"
"155","1602492067050100",2009,1955,1955,"Single",NA,"Urban 100000 to 199999"
"156","1602492086440100",2009,1985,1985,"Couple, with Kids",NA,"Urban 100000 to 199999"
"157","1602603051650100",2009,1995,1995,"Single",NA,"Urban 50000 to 99999"
"158","1602603089680100",2009,1982,1982,"Couple, No kids",NA,"Urban 5000 to 9999"
"159","1602603101960100",2009,2003,2003,"Single",NA,"Urban 5000 to 9999"
"160","1602603103840100",2009,1976,1973,"Couple, No kids",NA,"Urban 5000 to 9999"
"161","1602633013160100",2009,2007,2007,"Single Parent",NA,"Urban 100000 to 199999"
"162","1602633020540100",2009,2006,2006,"Single Parent",NA,"Urban 100000 to 199999"
"163","1602633020540101",2009,2009,2009,"Single",NA,"Urban 5000 to 9999"
"164","1602651033220100",2009,1997,2007,"Couple, No kids",NA,"Urban 20000 to 49999"
"165","1602682055140100",2009,2002,2002,"Couple, with Kids",NA,"Rural"
"166","1602682073230100",2009,1991,1974,"Single",NA,"Rural"
"167","1602682078730100",2009,1973,1973,"Couple, No kids",NA,"Rural"
"168","1602682095380100",2009,2000,2005,"Couple, with Kids",NA,"Urban 10000 to 19999"
"169","1602682101960100",2009,2006,2006,"Couple, with Kids",NA,"Rural"
"170","1602738033220100",2009,1977,1977,"Other",NA,"Urban 200000 to 1999999"
"171","1602738042350100",2009,2007,2008,"Single Parent",NA,"Urban 200000 to 1999999"
"172","1602738112370100",2009,1992,1992,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"173","1602827040580100",2009,2003,2003,"Couple, with Kids",NA,"Urban 2000 to 4999"
"174","1602827106930100",2009,2007,2007,"Single",NA,"Urban 200000 to 1999999"
"175","1602837078730100",2009,1989,1989,"Single",NA,"Urban 5000 to 9999"
"176","1602837095500100",2009,1981,1980,"Couple, No kids",NA,"Urban 5000 to 9999"
"177","1602837099400100",2009,1981,2004,"Couple, No kids",NA,"Urban 10000 to 19999"
"178","1602837118740100",2009,1977,1977,"Couple, with Kids",NA,"Urban 10000 to 19999"
"179","1602839067050100",2009,1997,1997,"Couple, with Kids",NA,"Paris"
"180","1602839099400100",2009,2007,2007,"Single",NA,"Paris"
"181","1602839101960100",2009,1970,1969,"Couple, No kids",NA,"Paris"
"182","1602839113300100",2009,1999,1999,"Couple, with Kids",NA,"Paris"
"183","1602839124060100",2009,1989,1989,"Couple, with Kids",NA,"Paris"
"184","1603194012620100",2009,1985,1985,"Couple, with Kids",NA,"Urban 2000 to 4999"
"185","1603194014970100",2009,1989,1989,"Couple, with Kids",NA,"Urban 2000 to 4999"
"186","1603194052310100",2009,2008,2008,"Other",NA,"Urban 200000 to 1999999"
"187","1603194057530100",2009,1994,1994,"Single Parent",NA,"Urban 200000 to 1999999"
"188","1603194087500100",2009,1980,1980,"Single",NA,"Urban 200000 to 1999999"
"189","1603194106930100",2009,1982,1982,"Single",NA,"Urban 200000 to 1999999"
"190","1603298010270100",2009,1979,1996,"Couple, No kids",NA,"Urban 50000 to 99999"
"191","1603298015750100",2009,1989,1989,"Couple, No kids",NA,"Urban 20000 to 49999"
"192","1603298078730100",2009,1994,1994,"Single",NA,"Urban 20000 to 49999"
"193","1603298118740100",2009,1996,1996,"Couple, with Kids",NA,"Rural"
"194","1603387001240100",2009,2004,2004,"Couple, with Kids",NA,"Paris"
"195","1603387053790100",2009,1986,1986,"Couple, with Kids",NA,"Paris"
"196","1603387067050100",2009,1996,1996,"Couple, with Kids",NA,"Paris"
"197","1603387109060100",2009,1992,1992,"Couple, No kids",NA,"Paris"
"198","1603387115750100",2009,1987,1987,"Single Parent",NA,"Urban 2000 to 4999"
"199","1603431012930100",2009,1996,1996,"Couple, with Kids",NA,"Paris"
"200","1603431020920100",2009,1984,1983,"Couple, No kids",NA,"Paris"
"201","1603431030630100",2009,1999,1999,"Couple, with Kids",NA,"Paris"
"202","1603431033220100",2009,1988,1988,"Other",NA,"Paris"
"203","1603431092030100",2009,2007,2007,"Couple, with Kids",NA,"Paris"
"204","1603516010270100",2009,2008,2008,"Couple, with Kids",NA,"Urban 2000 to 4999"
"205","1603516051650100",2009,1993,1993,"Couple, with Kids",NA,"Urban 20000 to 49999"
"206","1603516058220100",2009,2003,2003,"Couple, with Kids",NA,"Urban 2000 to 4999"
"207","1603516099390100",2009,1987,1999,"Couple, with Kids",NA,"Urban 2000 to 4999"
"208","1603516099390102",2009,2009,2009,"Single",NA,"Rural"
"209","1603516109060100",2009,2008,2008,"Couple, with Kids",NA,"Urban 2000 to 4999"
"210","1603516123980100",2009,2002,2007,"Other",NA,"Urban 2000 to 4999"
"211","1603518040580100",2009,1962,1962,"Single",NA,"Rural"
"212","1603518084110100",2009,1978,1978,"Single",NA,"Urban 200000 to 1999999"
"213","1603518102990100",2009,1998,1989,"Single",NA,"Rural"
"214","1603559012620100",2009,1970,1970,"Couple, No kids",NA,"Rural"
"215","1603559012930100",2009,1971,1972,"Single",NA,"Urban 100000 to 199999"
"216","1603559089680100",2009,1984,1984,"Couple, with Kids",NA,"Rural"
"217","1603559094370100",2009,1988,1988,"Couple, No kids",NA,"Rural"
"218","1603559109060100",2009,1996,1995,"Couple, with Kids",NA,"Urban 100000 to 199999"
"219","1603559114960100",2009,2003,2003,"Couple, with Kids",NA,"Urban 100000 to 199999"
"220","1603747017600100",2009,1961,2004,"Single",NA,"Urban 200000 to 1999999"
"221","1603747020060100",2009,2007,2007,"Couple, with Kids",NA,"Urban 100000 to 199999"
"222","1603868001240100",2009,2005,2005,"Single Parent",NA,"Paris"
"223","1603868067860100",2009,1986,1986,"Couple, No kids",NA,"Paris"
"224","1603868124060100",2009,1998,1999,"Single",NA,"Paris"
"225","1603868125520100",2009,1967,1980,"Couple, No kids",NA,"Paris"
"226","1603933012620100",2009,2000,2000,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"227","1603933067050100",2009,1999,1999,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"228","1603933101420100",2009,2000,2000,"Couple, No kids",NA,"Urban 200000 to 1999999"
"229","1603933122000100",2009,1994,1993,"Couple, No kids",NA,"Urban 200000 to 1999999"
"230","1603974092030100",2009,1996,2009,"Couple, with Kids",NA,"Paris"
"231","1603986014970100",2009,1998,1998,"Couple, No kids",NA,"Urban 200000 to 1999999"
"232","1603986115750100",2009,1979,1979,"Single",NA,"Urban 50000 to 99999"
"233","1603986117610100",2009,1976,1976,"Single",NA,"Urban 200000 to 1999999"
"234","1603986118640100",2009,1998,2008,"Single Parent",NA,"Urban 200000 to 1999999"
"235","1604014010270100",2009,1988,1988,"Couple, No kids",NA,"Urban 20000 to 49999"
"236","1604014039370100",2009,1951,1964,"Single Parent",NA,"Rural"
"237","1604014043310100",2009,1979,1979,"Single",NA,"Urban 10000 to 19999"
"238","1604014052310100",2009,2007,2007,"Couple, No kids",NA,"Urban 200000 to 1999999"
"239","1604014052310101",2009,2004,2004,"Single",NA,"Rural"
"240","1604014101420100",2009,1984,1984,"Couple, No kids",NA,"Urban 50000 to 99999"
"241","1604014104200100",2009,2007,2007,"Couple, No kids",NA,"Paris"
"242","1604021034710100",2009,2006,2006,"Couple, with Kids",NA,"Rural"
"243","1604021115750100",2009,1999,2000,"Single",NA,"Urban 50000 to 99999"
"244","1604135020920100",2009,1997,1995,"Couple, No kids",NA,"Urban 5000 to 9999"
"245","1604135033220100",2009,2002,2002,"Couple, with Kids",NA,"Urban 5000 to 9999"
"246","1604135078730100",2009,1991,1985,"Couple, No kids",NA,"Urban 5000 to 9999"
"247","1604135082450100",2009,2001,2001,"Single",NA,"Urban 2000 to 4999"
"248","1604199121140100",2009,1988,1988,"Single",NA,"Urban 200000 to 1999999"
"249","1604199125520100",2009,1996,1996,"Single",NA,"Urban 200000 to 1999999"
"250","1604363039590100",2009,1999,1999,"Couple, with Kids",NA,"Paris"
"251","1604363057590100",2009,2007,2007,"Couple, with Kids",NA,"Paris"
"252","1604363125520100",2009,1980,2004,"Single",NA,"Paris"
"253","1604411023470100",2009,2004,1991,"Couple, No kids",NA,"Urban 20000 to 49999"
"254","1604411051650100",2009,1988,1985,"Couple, with Kids",NA,"Urban 2000 to 4999"
"255","1604411073620100",2009,2006,1990,"Single",NA,"Rural"
"256","1604411094370100",2009,1986,1986,"Couple, with Kids",NA,"Urban 100000 to 199999"
"257","1604495031690100",2009,2001,2001,"Couple, with Kids",NA,"Paris"
"258","1604532092030100",2009,1998,1998,"Couple, with Kids",NA,"Urban 100000 to 199999"
"259","1604532108800100",2009,1975,NA,"Couple, No kids",NA,"Urban 10000 to 19999"
"260","1604644027210100",2009,1994,1994,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"261","1604644073620100",2009,1963,1963,"Couple, No kids",NA,"Urban 200000 to 1999999"
"262","1604644086440100",2009,2001,2001,"Single",NA,"Urban 200000 to 1999999"
"263","1604644108800100",2009,1999,1999,"Single Parent",NA,"Urban 200000 to 1999999"
"264","1604661084110100",2009,1979,1979,"Couple, No kids",NA,"Urban 200000 to 1999999"
"265","1604661089680100",2009,1958,1958,"Single",NA,"Urban 100000 to 199999"
"266","1604661115750100",2009,2000,2000,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"267","1604725104200100",2009,1985,1984,"Couple, with Kids",NA,"Urban 50000 to 99999"
"268","1604796103840100",2009,2008,2008,"Couple, No kids",NA,"Paris"
"269","1604796108800100",2009,2005,2005,"Single",NA,"Urban 200000 to 1999999"
"270","1604796123980100",2009,1972,1972,"Other",NA,"Urban 2000 to 4999"
"271","1604833030630100",2009,2003,2003,"Single Parent",NA,"Urban 200000 to 1999999"
"272","1604833030630101",2009,2007,2007,"Single",NA,"Urban 200000 to 1999999"
"273","1604833078730100",2009,1993,NA,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"274","1604850017070100",2009,2003,1973,"Single",NA,"Rural"
"275","1604850027210100",2009,1990,1988,"Couple, with Kids",NA,"Rural"
"276","1604850051770100",2009,2001,2001,"Couple, with Kids",NA,"Urban 5000 to 9999"
"277","1604850091130100",2009,1995,1995,"Couple, with Kids",NA,"Urban 5000 to 9999"
"278","1604850106580100",2009,1998,1998,"Couple, with Kids",NA,"Rural"
"279","1604958010270100",2009,2001,2001,"Couple, No kids",NA,"Urban 200000 to 1999999"
"280","1604958023470100",2009,1990,1990,"Single",NA,"Urban 200000 to 1999999"
"281","1604958075690100",2009,1957,1957,"Single Parent",NA,"Urban 200000 to 1999999"
"282","1604958104200100",2009,2008,1975,"Couple, No kids",NA,"Rural"
"283","1604958104200101",2009,2006,2006,"Couple, with Kids",NA,"Rural"
"284","1604958104200102",2009,2008,2008,"Single",NA,"Urban 200000 to 1999999"
"285","1605191033220100",2009,1998,1998,"Single",NA,"Paris"
"286","1605191053790100",2009,1999,1999,"Couple, with Kids",NA,"Paris"
"287","1605191082030100",2009,1980,1980,"Couple, No kids",NA,"Paris"
"288","1605459001000100",2009,1977,1977,"Couple, No kids",NA,"Urban 20000 to 49999"
"289","1605459027210100",2009,1976,1976,"Couple, No kids",NA,"Urban 5000 to 9999"
"290","1605459040950100",2009,1939,1987,"Single",NA,"Urban 5000 to 9999"
"291","1605459042000100",2009,2007,2007,"Couple, No kids",NA,"Urban 2000 to 4999"
"292","1605459044120100",2009,2004,2004,"Single",NA,"Urban 2000 to 4999"
"293","1605459099390100",2009,1992,1994,"Couple, with Kids",NA,"Urban 5000 to 9999"
"294","1605459118740100",2009,2001,2001,"Single",NA,"Urban 20000 to 49999"
"295","1605459118740101",2009,2006,2006,"Single",NA,"Urban 20000 to 49999"
"296","1605464042000100",2009,1980,1980,"Couple, No kids",NA,"Paris"
"297","1605464087500100",2009,2007,2007,"Couple, No kids",NA,"Paris"
"298","1605537073510100",2009,2008,2008,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"299","1605537106930100",2009,1999,1998,"Couple, with Kids",NA,"Paris"
"300","1605537118740100",2009,1968,1968,"Single",NA,"Paris"
"301","1605579040580100",2009,1986,1986,"Couple, No kids",NA,"Urban 200000 to 1999999"
"302","1605579042350100",2009,2005,2005,"Couple, No kids",NA,"Urban 10000 to 19999"
"303","1605579058220100",2009,2005,2005,"Couple, with Kids",NA,"Rural"
"304","1605579087500100",2009,2005,2005,"Couple, with Kids",NA,"Urban 10000 to 19999"
"305","1605685082450100",2009,2005,2005,"Single",NA,"Paris"
"306","1605685099400100",2009,1989,1989,"Couple, with Kids",NA,"Paris"
"307","1605685101420100",2009,1990,2005,"Couple, with Kids",NA,"Paris"
"308","1605685115750100",2009,2000,NA,"Couple, with Kids",NA,"Paris"
"309","1605685118640100",2009,2007,2007,"Single",NA,"Paris"
"310","1605686020920100",2009,1930,1942,"Couple, No kids",NA,"Rural"
"311","1605686025180100",2009,2005,2005,"Couple, No kids",NA,"Rural"
"312","1605686051020100",2009,2007,2007,"Couple, with Kids",NA,"Urban 50000 to 99999"
"313","1605686104200100",2009,1991,1991,"Couple, with Kids",NA,"Urban 50000 to 99999"
"314","1606083034710100",2009,1974,1973,"Single",NA,"Urban 2000 to 4999"
"315","1606083034710101",2009,2008,2008,"Couple, No kids",NA,"Urban 2000 to 4999"
"316","1606083059260100",2009,1975,1975,"Couple, No kids",NA,"Rural"
"317","1606083075690100",2009,2003,2003,"Single Parent",NA,"Urban 50000 to 99999"
"318","1606083081230100",2009,1971,1971,"Single",NA,"Rural"
"319","1606083082450100",2009,1994,1994,"Couple, with Kids",NA,"Urban 2000 to 4999"
"320","1606083094370100",2009,1984,1984,"Couple, with Kids",NA,"Urban 2000 to 4999"
"321","1606083104200100",2009,1997,1997,"Couple, with Kids",NA,"Rural"
"322","1606083106930100",2009,2003,2003,"Couple, with Kids",NA,"Rural"
"323","1606124057410100",2009,1989,1989,"Couple, No kids",NA,"Urban 200000 to 1999999"
"324","1606124084110100",2009,2009,1986,"Single",NA,"Urban 5000 to 9999"
"325","1606124088460100",2009,2006,2006,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"326","1606124091130100",2009,1989,1989,"Single Parent",NA,"Urban 200000 to 1999999"
"327","1606124106580100",2009,2001,2001,"Single",NA,"Urban 200000 to 1999999"
"328","1606457001240100",2009,2001,2001,"Couple, No kids",NA,"Urban 5000 to 9999"
"329","1606457084110100",2009,2006,2006,"Couple, with Kids",NA,"Rural"
"330","1606457115750100",2009,2002,2001,"Couple, with Kids",NA,"Urban 10000 to 19999"
"331","1606477040950100",2009,1964,1975,"Couple, No kids",NA,"Rural"
"332","1606477073620101",2009,2008,2008,"Couple, with Kids",NA,"Urban 20000 to 49999"
"333","1606477094370100",2009,1989,NA,"Couple, with Kids",NA,"Rural"
"334","1606477094370101",2009,2007,2007,"Couple, No kids",NA,"Rural"
"335","1606477094370102",2009,2008,2008,"Single",NA,"Urban 50000 to 99999"
"336","1606477101420100",2009,1991,1987,"Couple, with Kids",NA,"Rural"
"337","1606477106580100",2009,1996,2004,"Couple, No kids",NA,"Rural"
"338","1606477124060100",2009,2003,2003,"Couple, with Kids",NA,"Rural"
"339","1606791011670100",2009,1991,1991,"Couple, with Kids",NA,"Urban 50000 to 99999"
"340","1606791012930100",2009,1998,1998,"Single Parent",NA,"Urban 200000 to 1999999"
"341","1606791030630100",2009,1984,1984,"Couple, No kids",NA,"Urban 200000 to 1999999"
"342","1606791040580100",2009,2001,2001,"Couple, with Kids",NA,"Urban 50000 to 99999"
"343","1606791044120100",2009,2001,2001,"Single",NA,"Urban 200000 to 1999999"
