"","idind","idmen","year","empstat","respondent","profession","gender","age","wage"
"1","1300546410299010001","3005464102990100",2018,"Inactive",1,NA,"Male",53,0
"2","1330546401316010001","3305464013160100",2018,"Inactive",1,NA,"Female",27,28529
"3","1330546401316010002","3305464013160100",2018,"Employed",0,"23","Male",53,0
"4","1330546401316010003","3305464013160100",2018,"Inactive",0,NA,"Female",0,NA
"5","1300546406786010001","3005464067860100",2018,"Employed",1,"33","Female",60,100424
"6","1330546407362010001","3305464073620100",2018,"Employed",1,"35","Female",68,0
"7","1320546403254010001","3205464032540100",2018,"Retired",1,NA,"Male",86,0
"8","1260546410880010001","2605464108800100",2018,"Employed",1,"37","Female",32,33682
"9","2260546410880010002","2605464108800100",2018,"Employed",0,"37","Male",33,0
"10","1260546410880010002","2605464108800100",2018,"Inactive",0,NA,"Male",4,NA
"11","1260546410880010003","2605464108800100",2018,"Inactive",0,NA,"Male",2,NA
"12","1300546410880010001","3005464108800100",2018,"Employed",1,"33","Male",52,62058
"13","1300546410880010002","3005464108800100",2018,"Employed",0,"22","Female",50,9193
"14","1300546410880010003","3005464108800100",2018,"Employed",0,"37","Female",23,14633
"15","1300546410880010004","3005464108800100",2018,"Inactive",0,NA,"Female",19,0
"16","1320546410880010001","3205464108800100",2018,"Retired",1,NA,"Male",83,0
"17","1320546410880010002","3205464108800100",2018,"Retired",0,NA,"Female",85,0
"18","1280546401760010001","2805464017600100",2018,"Unemployed",1,NA,"Female",61,0
"19","1320546401760010001","3205464017600100",2018,"Inactive",1,NA,"Female",25,20296
"20","1320546401760010002","3205464017600100",2018,"Inactive",0,NA,"Male",22,11383
"21","1300546408968010001","3005464089680100",2018,"Employed",1,"34","Male",36,48695
"22","1300546408968010002","3005464089680100",2018,"Employed",0,"43","Female",34,22289
"23","1300546408968010003","3005464089680100",2018,"Inactive",0,NA,"Female",1,NA
"24","1320546408968010001","3205464089680100",2018,"Unemployed",1,NA,"Female",48,0
"25","1320546408968010002","3205464089680100",2018,"Employed",0,"38","Male",48,427943
"26","1320546408968010003","3205464089680100",2018,"Inactive",0,NA,"Female",20,0
"27","1320546408968010004","3205464089680100",2018,"Inactive",0,NA,"Female",18,0
"28","1320546408968010005","3205464089680100",2018,"Inactive",0,NA,"Female",13,NA
"29","1310546404058010001","3105464040580100",2018,"Retired",1,NA,"Male",88,0
"30","1310546404058010002","3105464040580100",2018,"Retired",0,NA,"Female",88,0
"31","1330546404058010001","3305464040580100",2018,"Inactive",1,NA,"Female",23,5147
"32","1310546405741010001","3105464057410100",2018,"Retired",1,NA,"Female",62,49957
"33","1310546405741010002","3105464057410100",2018,"Inactive",0,NA,"Male",20,0
"34","2310546405741010003","3105464057410100",2018,"Inactive",0,NA,"Female",19,0
"35","1250546402054010001","2505464020540100",2018,"Retired",1,NA,"Male",88,0
"36","1330546402054010001","3305464020540100",2018,"Retired",1,NA,"Female",67,0
"37","1310546409437010001","3105464094370100",2018,"Employed",1,"42","Male",62,127856
"38","1310546409437010002","3105464094370100",2018,"Employed",0,"46","Female",61,21231
"39","1310546409437010003","3105464094370100",2018,"Inactive",0,NA,"Male",21,0
"40","1310546409437010004","3105464094370100",2018,"Inactive",0,NA,"Female",19,0
"41","1310546409437010005","3105464094370100",2018,"Inactive",0,NA,"Female",16,NA
"42","1330546409437010001","3305464094370100",2018,"Retired",1,NA,"Female",82,0
"43","1300546402092010001","3005464020920100",2018,"Employed",1,"46","Male",55,16511
