"","idind","idmen","year","empstat","respondent","profession","gender","age","wage"
"1","1270546410299010001","2705464102990100",2012,"Employed",1,"56","Male",45,1350
"2","1210546401316010001","2105464013160100",2012,"Employed",1,"56","Female",60,17700
"3","1270546401316010001","2705464013160100",2012,"Employed",1,"37","Male",44,1030
"4","1270546401316010002","2705464013160100",2012,"Inactive",0,NA,"Female",39,0
"5","1270546401316010003","2705464013160100",2012,"Inactive",0,NA,"Female",13,NA
"6","1270546401316010004","2705464013160100",2012,"Inactive",0,NA,"Female",7,NA
"7","1270546401316010005","2705464013160100",2012,"Inactive",0,NA,"Female",4,NA
"8","1240546407362010001","2405464073620100",2012,"Retired",1,NA,"Male",69,0
"9","1240546407362010002","2405464073620100",2012,"Retired",0,NA,"Female",64,0
"10","1240546407362010003","2405464073620100",2012,"Employed",0,"47","Male",29,32270
"11","1250546407362010001","2505464073620100",2012,"Retired",1,NA,"Female",67,0
"12","1250546407362010002","2505464073620100",2012,"Retired",0,NA,"Male",69,0
"13","1270546407362010001","2705464073620100",2012,"Employed",1,"52","Male",48,29080
"14","1270546407362010002","2705464073620100",2012,"Employed",0,"54","Female",48,34730
"15","1270546407362010003","2705464073620100",2012,"Inactive",0,NA,"Female",20,0
"16","1270546407362010004","2705464073620100",2012,"Inactive",0,NA,"Female",12,NA
"17","1240546403254010001","2405464032540100",2012,"Unemployed",1,NA,"Male",24,16890
"18","1240546403254010002","2405464032540101",2012,"Employed",0,"37","Female",31,48030
"19","1250546403254010001","2505464032540100",2012,"Employed",1,"38","Male",37,65220
"20","1260546410880010001","2605464108800100",2012,"Employed",1,"37","Female",26,6770
"21","2260546410880010002","2605464108800100",2012,"Employed",0,"31","Male",27,13750
"22","1260546401760010001","2605464017600100",2012,"Retired",1,NA,"Female",89,0
"23","1270546408968010001","2705464089680100",2012,"Employed",1,"34","Male",33,33410
"24","1220546401575010001","2205464015750100",2012,"Unemployed",1,NA,"Male",46,26290
"25","1260546401575010001","2605464015750100",2012,"Employed",1,"38","Female",33,42580
"26","1260546401575010002","2605464015750100",2012,"Employed",0,"33","Male",33,51770
"27","1260546401575010003","2605464015750100",2012,"Inactive",0,NA,"Male",3,NA
"28","1260546401575010004","2605464015750100",2012,"Inactive",0,NA,"Male",1,NA
"29","1270546404058010001","2705464040580100",2012,"Employed",1,"34","Female",48,67800
"30","1230546405741010001","2305464057410100",2012,"Employed",1,"54","Female",25,0
"31","1240546405741010001","2405464057410100",2012,"Retired",1,NA,"Female",71,0
"32","1270546405741010001","2705464057410100",2012,"Retired",1,NA,"Male",76,0
"33","1270546405741010002","2705464057410100",2012,"Inactive",0,NA,"Female",74,0
"34","1250546402054010001","2505464020540100",2012,"Retired",1,NA,"Male",82,0
"35","1270546402054010001","2705464020540100",2012,"Employed",1,"22","Female",54,28980
"36","1270546402054010002","2705464020540100",2012,"Inactive",0,NA,"Male",23,0
"37","1270546402054010003","2705464020540100",2012,"Inactive",0,NA,"Male",22,0
"38","1270546402054010004","2705464020540100",2012,"Inactive",0,NA,"Male",20,0
"39","1250546409437010001","2505464094370100",2012,"Retired",1,NA,"Female",75,12390
"40","1270546409437010001","2705464094370100",2012,"Retired",1,"31","Male",63,0
"41","1270546409437010002","2705464094370100",2012,"Unemployed",0,NA,"Female",57,1690
"42","1250546404331010001","2505464043310100",2012,"Employed",1,"38","Male",56,93120
"43","1250546404331010002","2505464043310100",2012,"Employed",0,"37","Female",55,47230
"44","1260546404331010001","2605464043310100",2012,"Retired",1,NA,"Female",66,0
"45","1270546401606010001","2705464016060100",2012,"Retired",1,NA,"Male",86,0
"46","1270546401606010002","2705464016060100",2012,"Inactive",0,NA,"Female",85,0
"47","1210546410196010001","2105464101960100",2012,"Retired",1,NA,"Male",66,5240
"48","1210546410196010002","2105464101960100",2012,"Retired",0,NA,"Female",68,0
"49","1260546410196010001","2605464101960100",2012,"Employed",1,"38","Female",53,63000
"50","1240546405102010001","2405464051020100",2012,"Employed",1,"22","Male",61,17480
"51","1240546405102010002","2405464051020100",2012,"Inactive",0,NA,"Female",55,0
"52","1240546405102010003","2405464051020100",2012,"Inactive",0,NA,"Male",17,0
"53","1240546405102010004","2405464051020100",2012,"Inactive",0,NA,"Female",23,15180
"54","1250546402642010001","2505464026420100",2012,"Employed",1,"54","Female",57,23830
"55","1250546402642010002","2505464026420100",2012,"Retired",0,NA,"Female",87,0
"56","1270546402642010001","2705464026420100",2012,"Employed",1,"22","Male",57,0
"57","1210546411575010001","2105464115750100",2012,"Employed",1,"34","Male",30,32080
"58","1250546411575010001","2505464115750100",2012,"Employed",1,"31","Male",60,0
"59","1250546411575010002","2505464115750100",2012,"Employed",0,"37","Female",59,42750
"60","1250546411575010003","2505464115750100",2012,"Inactive",0,"56","Male",21,3430
"61","1250546411575010004","2505464115750100",2012,"Inactive",0,NA,"Male",18,0
"62","1220546404235010001","2205464042350100",2012,"Employed",1,"45","Male",42,24460
"63","1220546404235010004","2205464042350100",2012,"Inactive",0,NA,"Male",12,NA
"64","1230546404235010001","2305464042350100",2012,"Employed",1,"21","Male",51,0
"65","1230546404235010002","2305464042350100",2012,"Employed",0,"52","Female",37,21380
"66","1230546404235010003","2305464042350100",2012,"Inactive",0,NA,"Male",3,NA
"67","2230546404235010004","2305464042350100",2012,"Inactive",0,NA,"Male",0,NA
"68","1240546404235010001","2405464042350100",2012,"Retired",1,NA,"Female",70,0
"69","1250546404235010001","2505464042350100",2012,"Employed",1,"56","Female",46,38210
"70","1250546404235010002","2505464042350100",2012,"Employed",0,"68","Male",52,29880
"71","1270546409203010001","2705464092030100",2012,"Employed",1,"35","Male",35,18030
"72","1270546409203010002","2705464092030100",2012,"Employed",0,"37","Female",34,75980
"73","1270546409203010003","2705464092030100",2012,"Inactive",0,NA,"Female",3,NA
"74","1270546409203010004","2705464092030100",2012,"Inactive",0,NA,"Female",0,NA
"75","1270546408245010001","2705464082450100",2012,"Retired",1,NA,"Female",66,0
"76","1210546401497010001","2105464014970100",2012,"Employed",1,"56","Female",47,5640
"77","1220546401497010001","2205464014970100",2012,"Employed",1,"22","Male",39,78150
"78","1220546401497010002","2205464014970100",2012,"Employed",0,"22","Female",43,77700
"79","1220546401497010003","2205464014970100",2012,"Inactive",0,NA,"Female",13,NA
"80","1220546401497010004","2205464014970100",2012,"Inactive",0,NA,"Male",8,NA
"81","1250546401497010001","2505464014970100",2012,"Retired",1,NA,"Female",75,0
"82","1260546401497010001","2605464014970100",2012,"Employed",1,"46","Male",26,12880
"83","1220546412406010001","2205464124060100",2012,"Retired",1,NA,"Male",74,0
"84","1220546412406010002","2205464124060100",2012,"Inactive",0,NA,"Female",72,0
"85","1230546412406010001","2305464124060100",2012,"Retired",1,NA,"Male",65,0
"86","1230546412406010002","2305464124060100",2012,"Employed",0,"46","Female",64,76750
"87","1230546412406010003","2305464124060100",2012,"Employed",0,"47","Male",25,350
"88","1250546410384010001","2505464103840100",2012,"Employed",1,"46","Female",43,43990
"89","1250546410384010002","2505464103840100",2012,"Employed",0,"34","Male",39,31960
"90","1250546410384010003","2505464103840100",2012,"Inactive",0,NA,"Male",6,NA
"91","1250546410384010004","2505464103840100",2012,"Inactive",0,NA,"Male",2,NA
"92","1270546410384010001","2705464103840100",2012,"Employed",1,"33","Male",54,102360
"93","1270546410384010002","2705464103840100",2012,"Inactive",0,NA,"Female",42,0
"94","1270546410384010003","2705464103840100",2012,"Inactive",0,NA,"Female",11,NA
"95","1270546410384010004","2705464103840100",2012,"Inactive",0,NA,"Female",5,NA
"96","1260546401739010001","2605464017390100",2012,"Employed",1,"52","Female",56,24320
"97","1260546401739010003","2605464017390100",2012,"Inactive",0,NA,"Female",20,0
"98","1270546401739010001","2705464017390100",2012,"Retired",1,NA,"Female",67,70
"99","1200546403471010001","2005464034710100",2012,"Employed",1,"34","Female",64,48880
"100","1220546403471010001","2205464034710100",2012,"Inactive",1,"33","Male",36,36020
"101","1220546403471010002","2205464034710100",2012,"Employed",0,"33","Female",32,36970
"102","1220546403471010003","2205464034710100",2012,"Inactive",0,NA,"Male",3,NA
"103","1240546403471010001","2405464034710100",2012,"Employed",1,"46","Male",33,23800
"104","1240546403471010002","2405464034710100",2012,"Unemployed",0,NA,"Female",30,28540
"105","1270546403471010001","2705464034710100",2012,"Employed",1,"45","Female",58,46100
"106","1270546403471010002","2705464034710100",2012,"Employed",0,"54","Male",56,27470
"107","1200546405822010001","2005464058220100",2012,"Unemployed",1,NA,"Female",39,340
"108","1230546405822010001","2305464058220100",2012,"Unemployed",1,NA,"Female",53,9330
"109","1240546405822010001","2405464058220100",2012,"Employed",1,"22","Male",67,28320
"110","1240546405822010002","2405464058220100",2012,"Retired",0,NA,"Female",61,0
"111","1260546405822010001","2605464058220100",2012,"Employed",1,"38","Male",29,29660
"112","1210546405514010001","2105464055140100",2012,"Employed",1,"43","Female",43,34790
"113","1240546405514010001","2405464055140100",2012,"Retired",1,NA,"Male",70,0
"114","1250546405514010001","2505464055140100",2012,"Employed",1,"43","Male",52,38210
"115","1250546405514010002","2505464055140100",2012,"Employed",0,"43","Female",45,0
"116","1250546405514010003","2505464055140100",2012,"Inactive",0,NA,"Male",20,4280
"117","1250546405514010004","2505464055140100",2012,"Inactive",0,NA,"Male",18,0
"118","1270546405514010001","2705464055140100",2012,"Employed",1,"46","Female",35,18240
"119","1210546403063010001","2105464030630100",2012,"Employed",1,"52","Male",62,35750
"120","1230546403063010001","2305464030630100",2012,"Employed",1,"35","Female",56,6180
"121","1240546403063010001","2405464030630100",2012,"Employed",1,"56","Female",45,19080
"122","1240546403063010002","2405464030630100",2012,"Inactive",0,NA,"Female",6,NA
"123","1250546403063010001","2505464030630100",2012,"Employed",1,"56","Female",48,10280
"124","1250546403063010002","2505464030630100",2012,"Inactive",0,NA,"Female",13,NA
"125","1240546406705010001","2405464067050100",2012,"Employed",1,"62","Male",37,37970
"126","1260546406705010001","2605464067050100",2012,"Employed",1,"43","Female",22,1070
"127","1260546410658010001","2605464106580100",2012,"Unemployed",1,NA,"Male",42,0
"128","1270546410658010001","2705464106580100",2012,"Employed",1,"43","Male",57,60630
