"","idmen","year","datent","myear","mstatus","move","location"
"160","1301728045130100",2006,1997,1997,"Couple, No kids",NA,"Paris"
"161","1301728109060100",2006,1999,1999,"Couple, No kids",NA,"Paris"
"162","1301728113300100",2006,2000,2000,"Single",NA,"Paris"
"163","1301746011670100",2006,1982,1995,"Couple, with Kids",NA,"Rural"
"164","1301746016060100",2006,1985,1985,"Couple, No kids",NA,"Rural"
"165","1301746020540100",2006,2003,2003,"Couple, with Kids",NA,"Rural"
"166","1301746108800100",2006,1996,1996,"Couple, with Kids",NA,"Rural"
"167","1301787088460100",2006,1990,1990,"Couple, No kids",NA,"Paris"
"168","1301787101420100",2006,1998,1998,"Couple, with Kids",NA,"Paris"
"169","1301787110640100",2006,2004,2004,"Couple, No kids",NA,"Paris"
"170","1302178012930100",2006,2003,2003,"Single",NA,"Urban 5000 to 9999"
"171","1302178030630100",2006,1995,1995,"Couple, No kids",NA,"Urban 5000 to 9999"
"172","1302178032540100",2006,1957,1957,"Single",NA,"Urban 5000 to 9999"
"173","1302178064920100",2006,1987,1984,"Single Parent",NA,"Urban 50000 to 99999"
"174","1302178084110100",2006,1956,1959,"Couple, No kids",NA,"Urban 20000 to 49999"
"175","1302178099400100",2006,1963,1963,"Couple, No kids",NA,"Urban 50000 to 99999"
"176","1302178102990100",2006,2005,2005,"Couple, No kids",NA,"Rural"
"177","1302243030630100",2006,1984,1984,"Couple, with Kids",NA,"Rural"
"178","1302243040580100",2006,2004,2004,"Single",NA,"Rural"
"179","1302243044120100",2006,1959,1998,"Single",NA,"Urban 20000 to 49999"
"180","1302243059260100",2006,1967,1967,"Single",NA,"Urban 20000 to 49999"
"181","1302243067860100",2006,1987,1987,"Couple, No kids",NA,"Rural"
"182","1302243087500100",2006,1998,1998,"Single",NA,"Urban 20000 to 49999"
"183","1302243088460100",2006,1992,1992,"Single Parent",NA,"Urban 20000 to 49999"
"184","1302243101420100",2006,1994,1994,"Couple, with Kids",NA,"Urban 2000 to 4999"
"185","1302264017600100",2006,1968,1962,"Single",NA,"Rural"
"186","1302264042350100",2006,1994,1994,"Couple, with Kids",NA,"Rural"
"187","1302264051770100",2006,1967,1967,"Single Parent",NA,"Urban 20000 to 49999"
"188","1302264067050100",2006,2003,2003,"Single",NA,"Rural"
"189","1302264067860100",2006,1999,1999,"Couple, with Kids",NA,"Rural"
"190","1302264088460100",2006,2000,NA,"Single",NA,"Urban 2000 to 4999"
"191","1302264101960100",2006,1952,1952,"Couple, No kids",NA,"Rural"
"192","1302264114960100",2006,1977,1977,"Couple, No kids",NA,"Urban 2000 to 4999"
"193","1302363001240100",2006,1961,1961,"Couple, No kids",NA,"Urban 100000 to 199999"
"194","1302363017390100",2006,1994,1982,"Couple, No kids",NA,"Urban 2000 to 4999"
"195","1302363032540100",2006,1994,1994,"Couple, with Kids",NA,"Urban 2000 to 4999"
"196","1302363043310100",2006,1979,1999,"Couple, with Kids",NA,"Urban 2000 to 4999"
"197","1302363043310101",2006,2006,2006,"Single",NA,"Urban 20000 to 49999"
"198","1302363095380100",2006,1970,2005,"Single Parent",NA,"Urban 100000 to 199999"
"199","1302363106930101",2006,2005,2005,"Single",NA,"Urban 100000 to 199999"
"200","1302492052310100",2006,1968,1968,"Couple, No kids",NA,"Urban 200000 to 1999999"
"201","1302492095380100",2006,1984,1974,"Couple, with Kids",NA,"Urban 100000 to 199999"
"202","1302492117610100",2006,1997,1997,"Couple, No kids",NA,"Urban 100000 to 199999"
"203","1302492118450100",2006,2000,2000,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"204","1302492118740100",2006,1971,2003,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"205","1302603001240100",2006,2000,2000,"Single",NA,"Urban 20000 to 49999"
"206","1302603013160100",2006,1980,1980,"Single",NA,"Rural"
"207","1302603017600100",2006,1977,1977,"Couple, No kids",NA,"Urban 5000 to 9999"
"208","1302603053790100",2006,1954,1954,"Couple, No kids",NA,"Urban 50000 to 99999"
"209","1302603106580100",2006,2005,NA,"Couple, with Kids",NA,"Rural"
"210","1302603118740100",2006,1985,1975,"Couple, with Kids",NA,"Urban 50000 to 99999"
"211","1302633081600100",2006,2001,2005,"Couple, with Kids",NA,"Urban 100000 to 199999"
"212","1302633092030100",2006,2003,2003,"Couple, with Kids",NA,"Urban 20000 to 49999"
"213","1302633102630100",2006,2005,2005,"Single",NA,"Paris"
"214","1302651015750100",2006,2002,2002,"Single",NA,"Urban 20000 to 49999"
"215","1302682016060100",2006,2004,2004,"Couple, with Kids",NA,"Rural"
"216","1302682016330100",2006,2002,2002,"Couple, with Kids",NA,"Urban 10000 to 19999"
"217","1302682051650100",2006,1968,NA,"Single",NA,"Urban 10000 to 19999"
"218","1302682073510100",2006,1995,1995,"Couple, with Kids",NA,"Urban 10000 to 19999"
"219","1302682092030100",2006,1999,1999,"Single",NA,"Rural"
"220","1302682120650100",2006,2002,2002,"Couple, with Kids",NA,"Urban 10000 to 19999"
"221","1302738059550100",2006,1999,2005,"Single",NA,"Urban 200000 to 1999999"
"222","1302827016060100",2006,2002,2002,"Couple, with Kids",NA,"Urban 2000 to 4999"
"223","1302827051650100",2006,2005,2006,"Couple, with Kids",NA,"Urban 20000 to 49999"
"224","1302827064920100",2006,1998,1998,"Single Parent",NA,"Urban 50000 to 99999"
"225","1302827073620100",2006,2005,2005,"Couple, No kids",NA,"Urban 5000 to 9999"
"226","1302827087500100",2006,1995,NA,"Single",NA,"Urban 50000 to 99999"
"227","1302837051650100",2006,1977,1991,"Couple, No kids",NA,"Urban 10000 to 19999"
"228","1302837075690100",2006,1984,1984,"Couple, No kids",NA,"Urban 5000 to 9999"
"229","1302837110640100",2006,1982,1982,"Couple, No kids",NA,"Urban 10000 to 19999"
"230","1302837113300100",2006,1975,1974,"Couple, No kids",NA,"Urban 5000 to 9999"
"231","1302837123980100",2006,2000,2000,"Single",NA,"Urban 10000 to 19999"
"232","1302839001240100",2006,1978,1978,"Single",NA,"Paris"
"233","1302839064920100",2006,2005,2005,"Couple, with Kids",NA,"Paris"
"234","1302839082030100",2006,1968,1968,"Couple, No kids",NA,"Paris"
"235","1302839086440100",2006,2003,2003,"Couple, No kids",NA,"Paris"
"236","1302839092030100",2006,1998,1998,"Single",NA,"Paris"
"237","1302839092030200",2006,1998,1998,"Single",NA,"Paris"
"238","1302839104200100",2006,2000,2000,"Couple, with Kids",NA,"Paris"
"239","1302839108800100",2006,1988,2002,"Couple, No kids",NA,"Paris"
"240","1302839123980100",2006,2000,2000,"Single",NA,"Paris"
"241","1303194027210100",2006,1965,2001,"Single",NA,"Urban 2000 to 4999"
"242","1303194040950100",2006,1985,1983,"Couple, with Kids",NA,"Urban 2000 to 4999"
"243","1303194042350100",2006,2000,2000,"Couple, with Kids",NA,"Urban 2000 to 4999"
"244","1303194051650100",2006,2000,2000,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"245","1303194051650101",2006,2005,2005,"Single",NA,"Urban 200000 to 1999999"
"246","1303194059260100",2006,1977,1977,"Couple, No kids",NA,"Urban 200000 to 1999999"
"247","1303194099390100",2006,2005,2005,"Single",NA,"Urban 2000 to 4999"
"248","1303194099400100",2006,2005,2005,"Couple, No kids",NA,"Urban 200000 to 1999999"
"249","1303298017390100",2006,2004,2004,"Couple, with Kids",NA,"Urban 100000 to 199999"
"250","1303298033220100",2006,1972,NA,"Couple, No kids",NA,"Urban 2000 to 4999"
"251","1303298051770100",2006,2006,2006,"Couple, with Kids",NA,"Urban 2000 to 4999"
"252","1303298095380100",2006,1990,1990,"Couple, with Kids",NA,"Urban 50000 to 99999"
"253","1303298113300100",2006,1989,1989,"Couple, with Kids",NA,"Urban 20000 to 49999"
"254","1303298124060100",2006,1957,1966,"Single",NA,"Urban 20000 to 49999"
"255","1303387039590100",2006,2003,2003,"Single",NA,"Paris"
"256","1303387058220100",2006,2003,2003,"Couple, No kids",NA,"Paris"
"257","1303387121140100",2006,1994,1994,"Couple, with Kids",NA,"Paris"
"258","1303387124060100",2006,2002,NA,"Couple, with Kids",NA,"Urban 2000 to 4999"
"259","1303387125520100",2006,1966,1966,"Single",NA,"Paris"
"260","1303431017390100",2006,1971,1971,"Couple, No kids",NA,"Paris"
"261","1303431053790100",2006,2001,2001,"Couple, with Kids",NA,"Paris"
"262","1303516020920100",2006,2002,2002,"Couple, with Kids",NA,"Urban 2000 to 4999"
"263","1303516023470100",2006,1987,1987,"Single",NA,"Urban 20000 to 49999"
"264","1303516025180100",2006,1987,1987,"Single Parent",NA,"Urban 2000 to 4999"
"265","1303516040580100",2006,2002,2002,"Single",NA,"Urban 2000 to 4999"
"266","1303516051770100",2006,1976,1976,"Single",NA,"Urban 20000 to 49999"
"267","1303516082030100",2006,1987,1987,"Couple, No kids",NA,"Urban 2000 to 4999"
"268","1303516092030100",2006,2000,2000,"Couple, No kids",NA,"Urban 2000 to 4999"
"269","1303516104200100",2006,1984,1984,"Couple, with Kids",NA,"Urban 2000 to 4999"
"270","1303516125520100",2006,1992,1992,"Single",NA,"Urban 2000 to 4999"
"271","1303518001240100",2006,1987,1987,"Couple, with Kids",NA,"Urban 20000 to 49999"
"272","1303518099390100",2006,1985,2003,"Couple, with Kids",NA,"Urban 20000 to 49999"
"273","1303518099400100",2006,2003,2002,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"274","1303518122000100",2006,1982,1982,"Other",NA,"Urban 200000 to 1999999"
"275","1303559040950100",2006,2003,2003,"Couple, with Kids",NA,"Rural"
"276","1303559081230100",2006,1981,1970,"Single",NA,"Rural"
"277","1303747043310100",2006,1963,1986,"Single Parent",NA,"Urban 100000 to 199999"
"278","1303747103840100",2006,1999,1999,"Couple, with Kids",NA,"Urban 100000 to 199999"
"279","1303747126670100",2006,1981,1981,"Single Parent",NA,"Urban 100000 to 199999"
"280","1303868055140100",2006,2001,2001,"Couple, with Kids",NA,"Paris"
"281","1303868078730100",2006,1999,1999,"Couple, with Kids",NA,"Paris"
"282","1303868092030100",2006,1999,1999,"Single Parent",NA,"Paris"
"283","1303868110640100",2006,1961,1961,"Single",NA,"Paris"
"284","1303933020060100",2006,1989,1989,"Couple, No kids",NA,"Urban 200000 to 1999999"
"285","1303933040950100",2006,2005,2005,"Single Parent",NA,"Urban 200000 to 1999999"
"286","1303933042350100",2006,1995,1995,"Other",NA,"Urban 200000 to 1999999"
"287","1303933042350101",2006,2004,2004,"Single",NA,"Urban 200000 to 1999999"
"288","1303933059260100",2006,1976,1974,"Couple, No kids",NA,"Rural"
"289","1303933063150100",2006,1992,1992,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"290","1303933099390100",2006,1961,1954,"Couple, No kids",NA,"Urban 200000 to 1999999"
"291","1303974018040100",2006,1975,1975,"Couple, No kids",NA,"Urban 2000 to 4999"
"292","1303974026420100",2006,1982,1982,"Single Parent",NA,"Paris"
"293","1303974042000100",2006,1983,1981,"Couple, No kids",NA,"Urban 10000 to 19999"
"294","1303974059550100",2006,2003,2003,"Couple, with Kids",NA,"Urban 2000 to 4999"
"295","1303974087500100",2006,1997,1997,"Couple, with Kids",NA,"Urban 10000 to 19999"
"296","1303986027210100",2006,2003,2003,"Single",NA,"Urban 200000 to 1999999"
"297","1303986030630100",2006,2006,2006,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"298","1303986040950100",2006,2004,2004,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"299","1303986051020100",2006,1926,1983,"Couple, No kids",NA,"Urban 50000 to 99999"
"300","1303986112370100",2006,1984,1984,"Single",NA,"Urban 200000 to 1999999"
"301","1304014001000100",2006,1984,1984,"Couple, with Kids",NA,"Rural"
"302","1304014020060100",2006,1983,1972,"Couple, No kids",NA,"Urban 2000 to 4999"
"303","1304014045130100",2006,1996,1996,"Couple, with Kids",NA,"Rural"
"304","1304014095380100",2006,2005,2005,"Single",NA,"Urban 20000 to 49999"
"305","1304014102990100",2006,2003,2003,"Couple, with Kids",NA,"Rural"
"306","1304014121140100",2006,2003,2003,"Couple, with Kids",NA,"Urban 20000 to 49999"
"307","1304014125520100",2006,1963,1963,"Single",NA,"Urban 20000 to 49999"
"308","1304021025180100",2006,1996,1996,"Single",NA,"Urban 50000 to 99999"
"309","1304021030630100",2006,1991,2003,"Couple, with Kids",NA,"Urban 50000 to 99999"
"310","1304021044120100",2006,1979,1979,"Single",NA,"Urban 200000 to 1999999"
"311","1304021122680100",2006,2003,2003,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"312","1304021122680101",2006,2005,2005,"Couple, with Kids",NA,"Urban 200000 to 1999999"
"313","1304021122680102",2006,2005,NA,"Couple, No kids",NA,"Urban 200000 to 1999999"
"314","1304135020540100",2006,2000,2000,"Couple, with Kids",NA,"Urban 5000 to 9999"
"315","1304135032540100",2006,1980,1979,"Single",NA,"Urban 5000 to 9999"
"316","1304135057530100",2006,1985,1985,"Single",NA,"Urban 50000 to 99999"
"317","1304135060680100",2006,2005,NA,"Single",NA,"Urban 50000 to 99999"
"318","1304135089680100",2006,2001,2001,"Couple, with Kids",NA,"Urban 5000 to 9999"
"319","1304135101960100",2006,1998,1998,"Couple, with Kids",NA,"Urban 5000 to 9999"
"320","1304135103840100",2006,1998,1998,"Couple, with Kids",NA,"Urban 2000 to 4999"
"321","1304135113300100",2006,1999,1998,"Single",NA,"Urban 5000 to 9999"
"322","1304135115750100",2006,1989,1989,"Couple, No kids",NA,"Urban 2000 to 4999"
"323","1304199012930100",2006,1979,1999,"Couple, No kids",NA,"Urban 200000 to 1999999"
"324","1304199023850100",2006,1973,1973,"Single",NA,"Urban 200000 to 1999999"
"325","1304199042350100",2006,1976,1996,"Couple, No kids",NA,"Urban 200000 to 1999999"
"326","1304199042350101",2006,2004,2004,"Single",NA,"Paris"
"327","1304199042350102",2006,2004,2004,"Single",NA,"Paris"
"328","1304199055140100",2006,2002,2002,"Single",NA,"Urban 200000 to 1999999"
"329","1304199110640100",2006,2004,1999,"Couple, No kids",NA,"Urban 200000 to 1999999"
"330","1304363012930100",2006,1982,1982,"Couple, No kids",NA,"Paris"
"331","1304363015750100",2006,2001,2001,"Couple, with Kids",NA,"Paris"
"332","1304363023850100",2006,1999,1999,"Single Parent",NA,"Paris"
"333","1304363082030100",2006,1981,1981,"Couple, with Kids",NA,"Paris"
"334","1304411064920100",2006,1990,1990,"Couple, with Kids",NA,"Urban 20000 to 49999"
"335","1304411104200100",2006,2001,2001,"Couple, with Kids",NA,"Urban 2000 to 4999"
"336","1304411104200101",2006,2006,2006,"Single",NA,"Urban 2000 to 4999"
"337","1304411109060100",2006,2006,2006,"Couple, with Kids",NA,"Urban 50000 to 99999"
"338","1304411118450100",2006,2003,2003,"Couple, with Kids",NA,"Urban 100000 to 199999"
"339","1304495040580100",2006,1996,1995,"Couple, with Kids",NA,"Paris"
"340","1304495073230100",2006,2004,2004,"Couple, with Kids",NA,"Paris"
"341","1304495106930100",2006,2003,2003,"Single Parent",NA,"Paris"
"342","1304495106930101",2006,2005,2005,"Single",NA,"Urban 10000 to 19999"
